Adresse,Link,Type,Pris,Værelser,Boligstørrelse,Grundstørrelse,latitude,longitude
"Kong Knaps Vej 57, Stenrøgel,  8620 Kjellerup",https://www.boliga.dk/adresse/kong-knaps-vej-57-8620-kjellerup-621343467,Landejendom med 4 værelser,-5%  3.795.000 kr.,4,184 m²,146.349 m²,,
"Holmemosevej 9,  4780 Stege",https://www.boliga.dk/adresse/holmemosevej-9-4780-stege-1642628580,Villa med 10 værelser,-3%  3.885.000 kr.,10,335 m²,15.133 m²,54.970636,12.377171
"Gammel Skovvej 1, Skrodsbjerg,  4682 Tureby",https://www.boliga.dk/adresse/gammel-skovvej-1-4682-tureby-315742515,Landejendom med 4 værelser,-1%  4.645.000 kr.,4,229 m²,35.820 m²,,
"Skovvangvej 1, Store Lyngby,  3310 Ølsted",https://www.boliga.dk/adresse/skovvangvej-1-3310-oelsted-1355620539,Landejendom med 4 værelser,5.500.000 kr.,4,117 m²,59.476 m²,55.933719,12.106158
"Frisvadvej 90,  6800 Varde",https://www.boliga.dk/adresse/frisvadvej-90-6800-varde-1936816786,Landejendom med 4 værelser,5.795.000 kr.,4,180 m²,127.145 m²,55.643246,8.499686
"Lille Møllevej 8,  8850 Bjerringbro",https://www.boliga.dk/adresse/lille-moellevej-8-8850-bjerringbro-1334320083,Landejendom med 5 værelser,5.995.000 kr.,5,364 m²,27.583 m²,56.360806,9.606924
"Lundby Torpvej 16,  4750 Lundby",https://www.boliga.dk/adresse/lundby-torpvej-16-4750-lundby-1486769919,Landejendom med 8 værelser,-7%  6.485.000 kr.,8,330 m²,20.318 m²,55.118552,11.87188
"Nørrekurv 5, Burkal,  6372 Bylderup-Bov",https://www.boliga.dk/adresse/noerrekurv-5-6372-bylderup-bov-2079005864,Villa med 4 værelser,475.000 kr.,4,119 m²,2.634 m²,54.91818,9.068596
"Tranebærvej 14, Napstjert,  9981 Jerup",https://www.boliga.dk/adresse/tranebaervej-14-9981-jerup-107940106,Fritidshus med 4 værelser,-11%  975.000 kr.,4,70 m²,2.547 m²,57.565251,10.421246
"Møgelmose 3, Bodum,  6200 Aabenraa",https://www.boliga.dk/adresse/moegelmose-3-6200-aabenraa-1678870822,Villa med 3 værelser,-9%  998.000 kr.,3,121 m²,4.303 m²,55.085409,9.422165
"Kirkehøjvej 7, Nr Bork,  6893 Hemmet",https://www.boliga.dk/adresse/kirkehoejvej-7-6893-hemmet-1974158323,Villa med 5 værelser,1.295.000 kr.,5,139 m²,2.417 m²,,
"Skanderborgvej 53,  7171 Uldum",https://www.boliga.dk/adresse/skanderborgvej-53-7171-uldum-1710982650,Landejendom med 5 værelser,1.295.000 kr.,5,114 m²,17.300 m²,55.837343,9.583132
"Fjordvej 87A,  5330 Munkebo",https://www.boliga.dk/adresse/fjordvej-87a-5330-munkebo-955830087,Villa med 4 værelser,1.595.000 kr.,4,125 m²,1.691 m²,55.455274,10.554092
"Lundsbjergvej 9, Hømlund,  6760 Ribe",https://www.boliga.dk/adresse/lundsbjergvej-9-6760-ribe-281394948,Villa med 10 værelser,-3%  1.595.000 kr.,10,167 m²,16.359 m²,,
"Harestien 25, Krogen,  9460 Brovst",https://www.boliga.dk/adresse/harestien-25-9460-brovst-874226259,Fritidshus med 4 værelser,1.599.000 kr.,4,96 m²,2.924 m²,57.142742,9.4818
"Lienlundsvej 1, Nr Frejlev,  4892 Kettinge",https://www.boliga.dk/adresse/lienlundsvej-1-4892-kettinge-1792325142,Villa med 4 værelser,-8%  1.845.000 kr.,4,172 m²,6.000 m²,,
"Harrestedvej 1, Sørbylille,  4200 Slagelse",https://www.boliga.dk/adresse/harrestedvej-1-4200-slagelse-1627975702,Villa med 4 værelser,2.150.000 kr.,4,183 m²,11.765 m²,55.356323,11.404792
"Uldum Hedevej 8A,  7171 Uldum",https://www.boliga.dk/adresse/uldum-hedevej-8a-7171-uldum-470736075,Villa med 5 værelser,2.495.000 kr.,5,166 m²,1.644 m²,55.83272,9.598219
"Dalbyvej 2, 1 ste række og flot sundudsigt,  4800 Nykøbing F",https://www.boliga.dk/adresse/dalbyvej-2-1-4800-nykoebing-f-1835511203,Villa med 7 værelser,-11%  6.999.000 kr.,7,220 m²,1.630 m²,,
"Askovvej 10, Snesere,  4733 Tappernøje",https://www.boliga.dk/adresse/askovvej-10-4733-tappernoeje-1261530942,Villa med 4 værelser,Pris er steget  17%  2.850.000 kr.,4,208 m²,8.000 m²,55.16999,11.926995
"Tislumvej 502, Hørmested,  9870 Sindal",https://www.boliga.dk/adresse/tislumvej-502-9870-sindal-600376307,Landejendom med 5 værelser,-9%  1.498.000 kr.,5,133 m²,31.726 m²,57.420886,10.27821
"Vestermarken 5,  7950 Erslev",https://www.boliga.dk/adresse/vestermarken-5-7950-erslev-1196360467,Villa med 3 værelser,1.650.000 kr.,3,140 m²,9.177 m²,56.824319,8.647246
"Skiffardvej 9,  8560 Kolind",https://www.boliga.dk/adresse/skiffardvej-9-8560-kolind-1520743140,Landejendom med 5 værelser,1.995.000 kr.,5,192 m²,72.217 m²,56.399893,10.674146
"Mads Møllersvej 7,  8860 Ulstrup",https://www.boliga.dk/adresse/mads-moellersvej-7-8860-ulstrup-209017448?e=2156186,Landejendom med 9 værelser,2.095.000 kr.,9,199 m²,13.000 m²,56.413897,9.7805
"Lønstrupvej 560,  9800 Hjørring",https://www.boliga.dk/adresse/loenstrupvej-560-9800-hjoerring-1732264333,Landejendom med 5 værelser,-15%  2.100.000 kr.,5,223 m²,107.321 m²,57.448473,9.882377
"Tolsbjergvej 7, Lille Tvede,  4700 Næstved",https://www.boliga.dk/adresse/tolsbjergvej-7-4700-naestved-1935853086,Villa med 7 værelser,-8%  8.750.000 kr.,7,289 m²,17.336 m²,55.207844,11.886081
"Mygdalvej 24, Asdal,  9850 Hirtshals",https://www.boliga.dk/adresse/mygdalvej-24-9850-hirtshals-1999319112,Villa med 10 værelser,695.000 kr.,10,248 m²,12.700 m²,57.548327,10.033081
"Sørens Møllevej 12, Asserballeskov,  6440 Augustenborg",https://www.boliga.dk/adresse/soerens-moellevej-12-6440-augustenborg-1906737905,Villa med 3 værelser,995.000 kr.,3,111 m²,2.639 m²,54.966414,10.00225
"Fuglevangsvej 6, Udbyhøj,  8950 Ørsted",https://www.boliga.dk/adresse/fuglevangsvej-6-8950-oersted-1625381964,Fritidshus med 5 værelser,1.495.000 kr.,5,143 m²,1.500 m²,56.595222,10.315455
"Strandbyvej 67, Strandby Mk,  5683 Haarby",https://www.boliga.dk/adresse/strandbyvej-67-5683-haarby-2092610987,Villa med 5 værelser,1.495.000 kr.,5,190 m²,2.175 m²,,
"Kelstrupvej 15,  8560 Kolind",https://www.boliga.dk/adresse/kelstrupvej-15-8560-kolind-732314247,Landejendom med 5 værelser,1.498.000 kr.,5,154 m²,22.794 m²,56.356823,10.627449
"Hovedgaden 16,  8654 Bryrup",https://www.boliga.dk/adresse/hovedgaden-16-8654-bryrup-1603876244,Villa med 4 værelser,1.595.000 kr.,4,127 m²,1.537 m²,56.025158,9.510231
"Poppelvej 71,  7870 Roslev",https://www.boliga.dk/adresse/poppelvej-71-7870-roslev-1750960986,Villa med 5 værelser,-6%  1.595.000 kr.,5,188 m²,1.764 m²,56.748031,8.877452
"Dueholmmarken 3,  7900 Nykøbing M",https://www.boliga.dk/adresse/dueholmmarken-3-7900-nykoebing-m-814216278,Landejendom med 3 værelser,1.795.000 kr.,3,99 m²,39.400 m²,56.781072,8.828192
"Ejsingholmvej 14, Ejsingholm,  7830 Vinderup",https://www.boliga.dk/adresse/ejsingholmvej-14-7830-vinderup-630500305,Villa med 6 værelser,-8%  1.980.000 kr.,6,214 m²,13.911 m²,,
"Anton Jakobsens Vej 11,  9300 Sæby",https://www.boliga.dk/adresse/anton-jakobsens-vej-11-9300-saeby-208242494,Helårsgrund,2.000.000 kr.,2.975 m²,Ejerudgift: 1.114 kr. / md.,,57.351311,10.513337
"Frejasvej 18, Skibbild,  7480 Vildbjerg",https://www.boliga.dk/adresse/frejasvej-18-7480-vildbjerg-124988101,Villa med 5 værelser,-4%  2.395.000 kr.,5,171 m²,21.799 m²,56.168071,8.842589
"Strandvejen 10A,  4671 Strøby",https://www.boliga.dk/adresse/strandvejen-10a-4671-stroeby-292802942,Villa med 6 værelser,2.495.000 kr.,6,225 m²,2.568 m²,55.388409,12.289569
"Vesterkobbel 12-14, Kegnæs,  6470 Sydals",https://www.boliga.dk/adresse/vesterkobbel-12-6470-sydals-1460836333,Landejendom med 5 værelser,2.995.000 kr.,5,272 m²,10.000 m²,,
"Alminde 15, Enderslev,  4652 Hårlev",https://www.boliga.dk/adresse/alminde-15-4652-haarlev-176875258,Landejendom med 4 værelser,5.995.000 kr.,4,200 m²,79.986 m²,,
"Skovbakkevej 9,  8860 Ulstrup",https://www.boliga.dk/adresse/skovbakkevej-9-8860-ulstrup-167595026,Villa med 12 værelser,6.500.000 kr.,12,487 m²,3.782 m²,56.385093,9.790293
"Fjordvej 129, Strandhuse,  6000 Kolding",https://www.boliga.dk/adresse/fjordvej-129-6000-kolding-1264770098,Villa med 10 værelser,-13%  12.995.000 kr.,10,363 m²,2.166 m²,55.497909,9.544344
"Gl Landevej 36, Tornby,  9850 Hirtshals",https://www.boliga.dk/adresse/gl-landevej-36-9850-hirtshals-1006095675,Villa med 7 værelser,595.000 kr.,7,154 m²,1.522 m²,57.535406,9.949318
"Overbyvej 79,  6094 Hejls",https://www.boliga.dk/adresse/overbyvej-79-6094-hejls-524174489,Villa med 8 værelser,895.000 kr.,8,186 m²,3.136 m²,55.398865,9.589673
"Kongshusvej 460, Torrild,  8300 Odder",https://www.boliga.dk/adresse/kongshusvej-460-8300-odder-1440133576,Villa med 4 værelser,998.000 kr.,4,162 m²,3.466 m²,55.971789,10.065915
"Krunderupparken 2B, Naur,  7500 Holstebro",https://www.boliga.dk/adresse/krunderupparken-2b-7500-holstebro-312877204,Villa med 5 værelser,-5%  1.595.000 kr.,5,161 m²,2.005 m²,,
"Nørregade 9, Sundsmark,  6400 Sønderborg",https://www.boliga.dk/adresse/noerregade-9-6400-soenderborg-827323116,Villa med 5 værelser,2.195.000 kr.,5,157 m²,1.893 m²,54.917765,9.827218
"Frifeltvej 1, Rimmerhus,  6920 Videbæk",https://www.boliga.dk/adresse/frifeltvej-1-6920-videbaek-2136872458,Landejendom med 5 værelser,-5%  2.470.000 kr.,5,178 m²,22.000 m²,56.105749,8.757722
"Abterpvej 3,  6261 Bredebro",https://www.boliga.dk/adresse/abterpvej-3-6261-bredebro-2071531365,Villa med 11 værelser,2.595.000 kr.,11,336 m²,9.403 m²,55.06017,8.813269
"Stigsnæs Landevej 375, Magleby,  4230 Skælskør",https://www.boliga.dk/adresse/stigsnaes-landevej-375-4230-skaelskoer-1671160099,Villa med 7 værelser,-7%  2.795.000 kr.,7,235 m²,8.363 m²,55.242091,11.3184917
"Kaasen 51A,  8305 Samsø",https://www.boliga.dk/adresse/kaasen-51a-8305-samsoe-2049295098,Villa med 4 værelser,2.995.000 kr.,4,120 m²,2.193 m²,55.797227,10.53222
"Moesgårdvej 8,  6990 Ulfborg",https://www.boliga.dk/adresse/moesgaardvej-8-6990-ulfborg-1475395359,Landejendom med 5 værelser,3.500.000 kr.,5,140 m²,185.532 m²,56.318218,8.33277
"Gejlbjergvej 11, Uhre,  7330 Brande",https://www.boliga.dk/adresse/gejlbjergvej-11-7330-brande-847591059,Landejendom med 4 værelser,3.895.000 kr.,4,197 m²,21.732 m²,55.936972,9.036917
"Borumvej 67,  8381 Tilst",https://www.boliga.dk/adresse/borumvej-67-8381-tilst-145369174,Villa med 5 værelser,3.998.000 kr.,5,185 m²,2.023 m²,56.18959,10.052245
"Sundbrovej 22,  5700 Svendborg",https://www.boliga.dk/adresse/sundbrovej-22-5700-svendborg-25903290,Villa med 16 værelser,4.000.000 kr.,16,374 m²,6.043 m²,55.032505,10.612596
"Vaarstvej 80,  9260 Gistrup",https://www.boliga.dk/adresse/vaarstvej-80-9260-gistrup-2071991411,Landejendom med 5 værelser,4.700.000 kr.,5,157 m²,87.245 m²,56.964035,10.028278
"Drosselvænget 16,  4540 Fårevejle",https://www.boliga.dk/adresse/drosselvaenget-16-4540-faarevejle-1529291713,Fritidshus med 3 værelser,4.995.000 kr.,3,91 m²,2.459 m²,55.821803,11.418453
"Sædding Strandvej 190,  6710 Esbjerg V",https://www.boliga.dk/adresse/saedding-strandvej-190-6710-esbjerg-v-1615926879,Villa med 6 værelser,-4%  11.498.000 kr.,6,210 m²,1.850 m²,55.503416,8.386186
"Holtsagervej 22, Plougstrup,  6771 Gredstedbro",https://www.boliga.dk/adresse/holtsagervej-22-6771-gredstedbro-1596161113,Villa med 5 værelser,-17%  395.000 kr.,5,164 m²,2.768 m²,,
"Ålsrodevej 67A,  8500 Grenaa",https://www.boliga.dk/adresse/aalsrodevej-67a-8500-grenaa-753161737,Villa med 8 værelser,1.095.000 kr.,8,198 m²,1.660 m²,56.348686,10.863669
"Brinkevej 7A, 5., Sandkås,  3770 Allinge",https://www.boliga.dk/adresse/brinkevej-7a-5-3770-allinge-1666859461,Fritidshus med 3 værelser,-5%  1.495.000 kr.,3,54 m²,2.592 m²,,
"Mikkelstien 4, Lyngså,  9300 Sæby",https://www.boliga.dk/adresse/mikkelstien-4-9300-saeby-1613681215,Fritidshus med 4 værelser,1.498.000 kr.,4,78 m²,2.400 m²,,
"Skellet 4,  4640 Faxe",https://www.boliga.dk/adresse/skellet-4-4640-faxe-1665876613,Villa med 6 værelser,-18%  1.645.000 kr.,6,202 m²,3.194 m²,55.200749,12.073221
"Skovkrogen 73, Skovkrogen,  5683 Haarby",https://www.boliga.dk/adresse/skovkrogen-73-5683-haarby-721099774,Fritidshus med 3 værelser,-4%  1.675.000 kr.,3,71 m²,5.639 m²,55.178984,10.050166
"Hjerupvej 39, Hjerup,  5560 Aarup",https://www.boliga.dk/adresse/hjerupvej-39-5560-aarup-738646547,Villa med 4 værelser,1.795.000 kr.,4,138 m²,15.630 m²,,
"Haderslevvej 24, Jels,  6630 Rødding",https://www.boliga.dk/adresse/haderslevvej-24-6630-roedding-751816477,Villa med 5 værelser,1.795.000 kr.,5,167 m²,7.475 m²,55.375586,9.166406
"Egensevej 40, Vester Kippinge,  4840 Nørre Alslev",https://www.boliga.dk/adresse/egensevej-40-4840-noerre-alslev-1033017547,Villa med 3 værelser,1.975.000 kr.,3,120 m²,5.277 m²,,
"Birkebækvej 51, Birkebæk,  7321 Gadbjerg",https://www.boliga.dk/adresse/birkebaekvej-51-7321-gadbjerg-1202455088,Villa med 5 værelser,1.995.000 kr.,5,155 m²,6.480 m²,,
"Herningvej 78,  7500 Holstebro",https://www.boliga.dk/adresse/herningvej-78-7500-holstebro-2135850279,Villa med 7 værelser,-17%  2.645.000 kr.,7,261 m²,1.514 m²,56.346786,8.629214
"Agervejle 14, V Hvidbjerg,  7960 Karby",https://www.boliga.dk/adresse/agervejle-14-7960-karby-861496144,Landejendom med 6 værelser,2.695.000 kr.,6,202 m²,21.382 m²,,
"Gl Præstøvej 34,  4735 Mern",https://www.boliga.dk/adresse/gl-praestoevej-34-4735-mern-641172459,Landejendom med 7 værelser,2.750.000 kr.,7,202 m²,9.400 m²,55.054136,12.055889
"Tinghusevej 43,  3230 Græsted",https://www.boliga.dk/adresse/tinghusevej-43-3230-graested-560227260,Villa med 4 værelser,-4%  2.995.000 kr.,4,108 m²,2.500 m²,56.03146,12.295073
"Kølbækken 17,  8400 Ebeltoft",https://www.boliga.dk/adresse/koelbaekken-17-8400-ebeltoft-2118772567,Fritidshus med 4 værelser,3.295.000 kr.,4,109 m²,5.934 m²,56.232545,10.64341
"Kirsebærhaven 72,  5540 Ullerslev",https://www.boliga.dk/adresse/kirsebaerhaven-72-5540-ullerslev-1149582700,Villa med 5 værelser,-6%  3.295.000 kr.,5,188 m²,1.964 m²,55.358776,10.672874
"Bredvigvej 10,  7400 Herning",https://www.boliga.dk/adresse/bredvigvej-10-7400-herning-1457719113,Landejendom med 6 værelser,3.395.000 kr.,6,308 m²,40.507 m²,56.271632,8.903049
"Ebeltoftvej 126,  8544 Mørke",https://www.boliga.dk/adresse/ebeltoftvej-126-8544-moerke-2133534424,Villa med 5 værelser,4.998.000 kr.,5,192 m²,5.970 m²,56.31674,10.417604
"Limosegyden 2, Skadebjerg,  5580 Nørre Aaby",https://www.boliga.dk/adresse/limosegyden-2-5580-noerre-aaby-1941659145,Villa med 4 værelser,-9%  495.000 kr.,4,81 m²,1.654 m²,,
"Aakjærsvej 96, Ø. Lyby,  7870 Roslev",https://www.boliga.dk/adresse/aakjaersvej-96-7870-roslev-2087710103,Villa med 3 værelser,595.000 kr.,3,83 m²,1.982 m²,,
"Prinsehøjsvej 15, Bågø,  5610 Assens",https://www.boliga.dk/adresse/prinsehoejsvej-15-5610-assens-1451035336,Landejendom med 6 værelser,675.000 kr.,6,212 m²,10.744 m²,55.312759,9.808176
"Borupholmsvej 5, Grauballe,  8600 Silkeborg",https://www.boliga.dk/adresse/borupholmsvej-5-8600-silkeborg-1839794267,Villa med 5 værelser,-20%  795.000 kr.,5,112 m²,3.537 m²,56.232976,9.64711
"Stoense Udflyttervej 26,  5953 Tranekær",https://www.boliga.dk/adresse/stoense-udflyttervej-26-5953-tranekaer-864659218,Villa med 4 værelser,1.125.000 kr.,4,116 m²,22.876 m²,55.1138,10.898905
"Ved Kildepladsen 3, Dyndet,  4140 Borup",https://www.boliga.dk/adresse/ved-kildepladsen-3-4140-borup-1306656414,Fritidshus med 3 værelser,1.235.000 kr.,3,82 m²,1.531 m²,55.468347,11.945444
"Nykøbingvej 231,  4800 Nykøbing F",https://www.boliga.dk/adresse/nykoebingvej-231-4800-nykoebing-f-1976425234,Villa med 5 værelser,-2%  1.275.000 kr.,5,187 m²,2.570 m²,54.795429,11.973341
"Langebro 6,  5985 Søby Ærø",https://www.boliga.dk/adresse/langebro-6-5985-soeby-aeroe-1656098484,Villa med 6 værelser,-13%  1.295.000 kr.,6,190 m²,2.350 m²,54.938816,10.254965
"Tingerupvej 2, Tingerup,  4683 Rønnede",https://www.boliga.dk/adresse/tingerupvej-2-4683-roennede-1471805036,Landejendom med 5 værelser,-10%  1.345.000 kr.,5,167 m²,27.495 m²,,
"Pærgårdsvej 5,  7130 Juelsminde",https://www.boliga.dk/adresse/paergaardsvej-5-7130-juelsminde-618592466,Landejendom med 7 værelser,1.475.000 kr.,7,174 m²,4.624 m²,55.781276,10.005962
"Mødalvej 5A,  8471 Sabro",https://www.boliga.dk/adresse/moedalvej-5a-8471-sabro-513690315?e=2154652,Villa med 3 værelser,1.495.000 kr.,3,146 m²,1.619 m²,56.229827,10.01334
"Malundvej 1, Gribstrup,  8765 Klovborg",https://www.boliga.dk/adresse/malundvej-1-8765-klovborg-243958019,Villa med 7 værelser,-6%  1.595.000 kr.,7,269 m²,3.681 m²,,
"Langstedvej 20C,  5690 Tommerup",https://www.boliga.dk/adresse/langstedvej-20c-5690-tommerup-1482949039,Villa med 4 værelser,1.695.000 kr.,4,128 m²,1.700 m²,55.28602,10.19348
"Myggevej 6,  9000 Aalborg",https://www.boliga.dk/adresse/myggevej-6-9000-aalborg-658750763,Fritidshus med 3 værelser,1.745.000 kr.,3,98 m²,1.799 m²,57.038018,9.763111
"Gadsbøllevej 129, Andebølle,  5492 Vissenbjerg",https://www.boliga.dk/adresse/gadsboellevej-129-5492-vissenbjerg-583300940,Villa med 7 værelser,1.795.000 kr.,7,206 m²,1.503 m²,55.413579,10.117703
"Odensevej 16, Nr Broby,  5672 Broby",https://www.boliga.dk/adresse/odensevej-16-5672-broby-1240788314,Landejendom med 6 værelser,-2%  1.795.000 kr.,6,225 m²,31.100 m²,55.26076,10.252651
"Hf. Kettehøj 51,  2650 Hvidovre",https://www.boliga.dk/adresse/hf-kettehoej-51-2650-hvidovre-1643854659,Fritidshus med 2 værelser,-10%  1.795.000 kr.,2,56 m²,40.483 m²,55.645525,12.457031
"Borupholmsvej 9, Grauballe,  8600 Silkeborg",https://www.boliga.dk/adresse/borupholmsvej-9-8600-silkeborg-1759235215,Villa med 7 værelser,-5%  1.898.000 kr.,7,194 m²,3.580 m²,56.233385,9.647624
"Bolskovvej 22, Herslev,  7000 Fredericia",https://www.boliga.dk/adresse/bolskovvej-22-7000-fredericia-1051193909,Landejendom med 7 værelser,2.495.000 kr.,7,174 m²,36.315 m²,55.587342,9.5753
"Stillingevej 73,  4200 Slagelse",https://www.boliga.dk/adresse/stillingevej-73-4200-slagelse-83916622,Villa med 5 værelser,-6%  2.595.000 kr.,5,127 m²,2.558 m²,55.442107,11.212465
"Tystrupvej 46,  4480 Store Fuglede",https://www.boliga.dk/adresse/tystrupvej-46-4480-store-fuglede-79784483,Villa med 5 værelser,2.875.000 kr.,5,178 m²,25.000 m²,55.570597,11.205205
"Nyborgvej 73,  5600 Faaborg",https://www.boliga.dk/adresse/nyborgvej-73-5600-faaborg-1933578417,Landejendom med 11 værelser,2.950.000 kr.,11,452 m²,13.189 m²,55.112459,10.235975
"Horsensvej 145, Ørting,  8300 Odder",https://www.boliga.dk/adresse/horsensvej-145-8300-odder-188025619,Villa med 8 værelser,2.998.000 kr.,8,210 m²,3.727 m²,55.926885,10.154516
"Gerå Engvej 61,  9340 Asaa",https://www.boliga.dk/adresse/geraa-engvej-61-9340-asaa-1037939629,Landejendom med 7 værelser,-47%  4.000.000 kr.,7,415 m²,201.497 m²,57.126272,10.397287
"Solskovvej 4, Albæk,  7400 Herning",https://www.boliga.dk/adresse/solskovvej-4-7400-herning-1399379627,Landejendom med 7 værelser,-5%  4.250.000 kr.,7,211 m²,35.200 m²,56.1253661,8.8438249
"Landtingvej 46,  7830 Vinderup",https://www.boliga.dk/adresse/landtingvej-46-7830-vinderup-1529415643,Villa med 8 værelser,-6%  4.945.000 kr.,8,310 m²,4.093 m²,56.49021,8.746261
"Ulvedalsvej 62, Skræ,  8620 Kjellerup",https://www.boliga.dk/adresse/ulvedalsvej-62-8620-kjellerup-1129560318,Landejendom med 5 værelser,4.995.000 kr.,5,263 m²,108.900 m²,56.303569,9.295413
"Møgelskårvejen 7, Nordby,  8305 Samsø",https://www.boliga.dk/adresse/moegelskaarvejen-7-8305-samsoe-854583079,Villa med 6 værelser,7.500.000 kr.,6,231 m²,1.805 m²,55.950136,10.536499
"Lundebro 3, Ganløse Mørke,  3660 Stenløse",https://www.boliga.dk/adresse/lundebro-3-3660-stenloese-533336659,Landejendom med 5 værelser,-4%  8.850.000 kr.,5,189 m²,42.245 m²,,
"Fårupvej 2, Nørbæk,  8990 Fårup",https://www.boliga.dk/adresse/faarupvej-2-8990-faarup-1416285149,Villa med 6 værelser,585.000 kr.,6,154 m²,5.141 m²,56.538244,9.824896
"Letbækvej 31,  6862 Tistrup",https://www.boliga.dk/adresse/letbaekvej-31-6862-tistrup-1860571169,Villa med 5 værelser,-6%  845.000 kr.,5,185 m²,3.633 m²,55.708725,8.632615
"Povtrupvej 1, Brøndum,  9670 Løgstør",https://www.boliga.dk/adresse/povtrupvej-1-9670-loegstoer-390519044,Villa med 6 værelser,995.000 kr.,6,188 m²,3.297 m²,56.964564,9.360596
"Østbakken 25, Tranum,  9460 Brovst",https://www.boliga.dk/adresse/oestbakken-25-9460-brovst-508647355,Landejendom med 5 værelser,-15%  1.150.000 kr.,5,192 m²,22.500 m²,57.131865,9.483214
"Mosesvinget 7, Borre,  4791 Borre",https://www.boliga.dk/adresse/mosesvinget-7-4791-borre-84058061,Villa med 6 værelser,1.295.000 kr.,6,152 m²,1.550 m²,54.996606,12.44719
"Kildevej 54,  9300 Sæby",https://www.boliga.dk/adresse/kildevej-54-9300-saeby-515277565,Fritidshus med 3 værelser,1.498.000 kr.,3,51 m²,2.010 m²,57.339849,10.509206
"Lundøvej 129, Svenstrup,  7840 Højslev",https://www.boliga.dk/adresse/lundoevej-129-7840-hoejslev-400980610,Villa med 6 værelser,1.595.000 kr.,6,263 m²,11.053 m²,,
