Adresse,City,Link,Type,Størrelse,Pris,Pris_m2,latitude,longitude,kommune
Smedetoften 14,8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/grunde/b812b50e-55ad-4356-a6af-645288f96c17,"Grunde, salg",8.802 m²,6.328.000 kr.,4.412 kr./m²,55.709756,12.521889,Københavns Kommune
Kringelborg Alle 11,4800 Nykøbing F,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/guldborgsund/andre-typer/17f3b81f-6b8c-43b4-bb6a-320db7ef8dac,"Andre typer, salg",237 m²,1.495.000 kr.,6.308 kr./m²,54.758393,11.902959,Guldborgsund Kommune
Østergade 12,7400 Herning,https://www.ejendomstorvet.dk/koeb/vestjylland/herning/andre-typer/401be5be-0f04-4326-83fb-7d6d910b6d5f,"Andre typer, salg",1.150 m²,16.200.000 kr.,14.086 kr./m²,55.680208,12.584071,Københavns Kommune
Lange-Müllers Gade 15,2100 København Ø,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/8d2fcfa5-8b62-4fbb-81b4-10e5d5499c39,"Detailhandel & butik, salg",27 m²,350.000 kr.,12.962 kr./m²,55.71189,12.567011,Københavns Kommune
Østergade 35,7870 Roslev,https://www.ejendomstorvet.dk/koeb/vestjylland/skive/lager-produktion/b9c6c467-eacb-4886-94a7-c9ba4e3f3c94,"Lager & produktion, salg",1.486 m²,1.175.000 kr.,790 kr./m²,55.679392,12.582014,Københavns Kommune
Oslogade 1,5000 Odense C,https://www.ejendomstorvet.dk/koeb/fyn/odense/lager-produktion/e59d9888-96ed-4d18-abe2-56151b78a1c3,"Lager & produktion, salg",8.107 m²,15.900.000 kr.,1.961 kr./m²,55.417446,10.380945,Odense Kommune
Annebergparken 36,4500 Nykøbing Sj,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/odsherred/andre-typer/e9d3a6dc-eb33-4f95-8e76-57c4a46b0f5f,"Andre typer, salg",1.388 m²,8.900.000 kr.,6.412 kr./m²,55.91124,11.658297,Odsherred Kommune
Skælskørvej 14,4180 Sorø,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/soroe/detailhandel-butik/c2bee0f1-d034-4b43-83ff-67ec2d3d15bc,"Detailhandel & butik, salg",601 m²,3.500.000 kr.,5.823 kr./m²,55.388978,11.341849,Slagelse Kommune
Byggebjerg 7,6534 Agerskov,https://www.ejendomstorvet.dk/koeb/sydjylland/toender/lager-produktion/3022e49a-2159-4597-9956-42bfe6a5aba1,"Lager & produktion, salg",1.060 m²,1.500.000 kr.,1.415 kr./m²,55.135412,9.122865,Tønder Kommune
Ndr. Havnevej 2,6000 Kolding,https://www.ejendomstorvet.dk/koeb/sydjylland/kolding/lager-produktion/d750e1a9-7616-4533-ae25-32c6e347624a,"Lager & produktion, salg",6.714 m²,20.000.000 kr.,2.978 kr./m²,55.495011,9.493545,Kolding Kommune
Hanehovedvej 101,3300 Frederiksværk,https://www.ejendomstorvet.dk/koeb/nordsjaelland/halsnaes/andre-typer/a2ec3a32-8252-4b40-86ed-a4c3692da6e1,"Andre typer, salg",160 m²,5.500.000 kr.,34.375 kr./m²,55.972393,11.997622,Halsnæs Kommune
Hassellunden 13,2765 Smørum,https://www.ejendomstorvet.dk/koeb/nordsjaelland/egedal/lager-produktion/40c7bed0-5d8f-455b-b849-1fa33363c491,"Lager & produktion, salg",1.064 m²,9.950.000 kr.,9.351 kr./m²,55.500684,8.489708,Esbjerg Kommune
Torupvejen 90A,3390 Hundested,https://www.ejendomstorvet.dk/koeb/nordsjaelland/halsnaes/andre-typer/657e903e-19cf-4f5b-a100-43b91cc2519e,"Andre typer, salg",3.372 m²,19.900.000 kr.,5.901 kr./m²,55.977249,11.920272,Halsnæs Kommune
Sundbrovej 26,5700 Svendborg,https://www.ejendomstorvet.dk/koeb/fyn/svendborg/andre-typer/c73702bb-5c8c-45c2-9d0c-5c16cdb74125,"Andre typer, salg",739 m²,2.500.000 kr.,3.382 kr./m²,55.028425,10.609556,Svendborg Kommune
"Toftevej 6, 8723 Løsning",8723 Løsning,https://www.ejendomstorvet.dk/koeb/oestjylland/hedensted/grunde/93265545-9735-49aa-a73a-11c18faa1eb8,"Grunde, salg",2.881 m²,787.500 kr.,0 kr./m²,,,
"Toftevej 3, 8723 Løsning",8723 Løsning,https://www.ejendomstorvet.dk/koeb/oestjylland/hedensted/grunde/a638ffc2-baf7-44e5-b39e-74eec3f8d852,"Grunde, salg",3.298 m²,1.050.000 kr.,0 kr./m²,,,
Oldrupvej 7,8350 Hundslund,https://www.ejendomstorvet.dk/koeb/oestjylland/odder/grunde/0cb807ab-75cd-403d-8984-3fabc8f85bda,"Grunde, salg",19.170 m²,1.750.000 kr.,0 kr./m²,55.917711,10.052864,Odder Kommune
Hjermvej 3A,7600 Struer,https://www.ejendomstorvet.dk/koeb/vestjylland/struer/andre-typer/01e940be-51d3-4fb1-8eb8-f2f71ad60be1,"Andre typer, salg",274 m²,1.295.000 kr.,4.726 kr./m²,56.381324,8.62088,Holstebro Kommune
Haraldsvej 41,8960 Randers SØ,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/lager-produktion/34b50999-439d-42a0-b554-cb4b263fac27,"Lager & produktion, salg",1.236 m²,8.250.000 kr.,6.674 kr./m²,56.43562,10.058493,Randers Kommune
Langmarksvej 54,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/lager-produktion/3f0e760e-84fc-4786-9726-1e7b73f094e2,"Lager & produktion, salg",637 m²,3.750.000 kr.,5.886 kr./m²,55.869911,9.863086,Horsens Kommune
Langagervej 60,2600 Glostrup,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/glostrup/lager-produktion/a1bdfac8-d2dd-4353-af87-794326d72c6f,"Lager & produktion, salg",93.919 m²,630.000.000 kr.,6.707 kr./m²,55.675067,12.413178,Glostrup Kommune
Langgade 57,4874 Gedser,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/guldborgsund/hotel-restaurant/f402f52f-a9bc-43dc-907c-0d50ee11b834,"Hotel & restaurant, salg",2.142 m²,7.900.000 kr.,3.688 kr./m²,57.043825,9.959609,Aalborg Kommune
"Silkeborgvej 36, st",7400 Herning,https://www.ejendomstorvet.dk/koeb/vestjylland/herning/hotel-restaurant/1929240f-78f7-432a-afc1-454711179a3a,"Hotel & restaurant, salg",542 m²,6.000.000 kr.,11.070 kr./m²,,,
Gammel Mønt 31,1117 København K,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/a4c908da-b979-4e13-9277-0fb6d5ad146d,"Detailhandel & butik, salg",57 m²,2.435.000 kr.,42.719 kr./m²,55.681595,12.580342,Københavns Kommune
Strandvejen 75,8300 Odder,https://www.ejendomstorvet.dk/koeb/oestjylland/odder/andre-typer/264f2576-60f1-497d-bc83-943b86251e8d,"Andre typer, salg",1.411 m²,3.300.000 kr.,2.338 kr./m²,55.719163,12.576722,Københavns Kommune
Besser Hovedgade 11,8305 Samsø,https://www.ejendomstorvet.dk/koeb/oestjylland/samsoe/andre-typer/d9479035-e355-46b3-b4f9-083ce73251e7,"Andre typer, salg",323 m²,3.295.000 kr.,10.201 kr./m²,55.862403,10.63955,Samsø Kommune
Nørregade 32C,7800 Skive,https://www.ejendomstorvet.dk/koeb/vestjylland/skive/detailhandel-butik/de36b018-3a25-4f5c-837a-4cff4ca640b0,"Detailhandel & butik, salg",133 m²,995.000 kr.,7.481 kr./m²,55.623569,8.480137,Varde Kommune
Hovedgaden 47,3460 Birkerød,https://www.ejendomstorvet.dk/koeb/nordsjaelland/rudersdal/detailhandel-butik/0e1031a2-e001-4a2d-a858-35d148924f32,"Detailhandel & butik, salg",305 m²,5.000.000 kr.,16.393 kr./m²,56.153067,10.103437,Aarhus Kommune
Vejlegade 19,4900 Nakskov,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/lolland/detailhandel-butik/e2dc2262-0b80-45ad-b382-a603b6e66be7,"Detailhandel & butik, salg",345 m²,750.000 kr.,2.173 kr./m²,54.831184,11.133337,Lolland Kommune
Prinsessegade 82,7000 Fredericia,https://www.ejendomstorvet.dk/koeb/sydjylland/fredericia/detailhandel-butik/adb767bd-6d1c-4ef6-9820-877cbdbd8e17,"Detailhandel & butik, salg",288 m²,3.225.000 kr.,11.197 kr./m²,55.562416,9.757424,Fredericia Kommune
Herlev Hovedgade 105 ST MF,2730 Herlev,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/herlev/detailhandel-butik/f8b2d7ef-979c-42a6-9397-f442e6786e51,"Detailhandel & butik, salg",41 m²,895.000 kr.,21.829 kr./m²,,,
"Grindsted Landevej 4-6,",7200 Grindsted,https://www.ejendomstorvet.dk/koeb/sydjylland/billund/grunde/12cfbc51-6dc1-4472-a341-e61ab8bfa28f,"Grunde, salg",102.025 m²,10.500.000 kr.,70.469 kr./m²,55.7611164,8.7745883,Billund Kommune
Torvet 1,5700 Svendborg,https://www.ejendomstorvet.dk/koeb/fyn/svendborg/detailhandel-butik/f5b667f8-fa92-4070-abdc-2cd5f5cecf84,"Detailhandel & butik, salg",167 m²,2.750.000 kr.,16.467 kr./m²,55.514058,10.397831,Nordfyns Kommune
Vilstrupvej 8,6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/hotel-restaurant/c29865df-7aac-434b-9e90-b10b0bc974de,"Hotel & restaurant, salg",189 m²,900.000 kr.,4.761 kr./m²,55.67305,9.437418,Vejle Kommune
Brovejen 266A,5500 Middelfart,https://www.ejendomstorvet.dk/koeb/fyn/middelfart/hotel-restaurant/f285453a-7819-43f6-afa2-c8fe00f31954,"Hotel & restaurant, salg",594 m²,5.400.000 kr.,9.090 kr./m²,55.501566,9.72235,Middelfart Kommune
Bergsøesvej 17,8600 Silkeborg,https://www.ejendomstorvet.dk/koeb/oestjylland/silkeborg/lager-produktion/a5e33246-6dce-4973-92e6-a3884251a182,"Lager & produktion, salg",3.528 m²,30.000.000 kr.,8.503 kr./m²,56.204795,9.577511,Silkeborg Kommune
Bergsøesvej 16,8600 Silkeborg,https://www.ejendomstorvet.dk/koeb/oestjylland/silkeborg/grunde/84b66d56-5986-4be4-811e-d583599556ab,"Grunde, salg",11.093 m²,2.800.000 kr.,0 kr./m²,56.205154,9.578351,Silkeborg Kommune
Frejasvej 30,4300 Holbæk,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/holbaek/detailhandel-butik/9c39fef8-8470-4e0c-b83a-b8bda39a4dc0,"Detailhandel & butik, salg",528 m²,7.500.000 kr.,14.204 kr./m²,56.534702,10.037483,Randers Kommune
Mosevangen 12,9230 Svenstrup J,https://www.ejendomstorvet.dk/koeb/nordjylland/aalborg/detailhandel-butik/d401f140-10ee-437e-b52b-db0b6bb6ad4c,"Detailhandel & butik, salg",853 m²,4.950.000 kr.,5.803 kr./m²,55.721868,12.513197,Gladsaxe Kommune
Borgergade 40,8600 Silkeborg,https://www.ejendomstorvet.dk/koeb/oestjylland/silkeborg/detailhandel-butik/e63cb06a-847a-49ac-8324-7b01e3e67958,"Detailhandel & butik, salg",205 m²,4.195.000 kr.,20.463 kr./m²,55.68603,12.58738,Københavns Kommune
Reberbansgade 8,9000 Aalborg,https://www.ejendomstorvet.dk/koeb/nordjylland/aalborg/detailhandel-butik/957e5cd2-85c3-480f-babe-72c345e0b275,"Detailhandel & butik, salg",66 m²,1.700.000 kr.,25.757 kr./m²,57.049413,9.914037,Aalborg Kommune
"Åboulevard 10, st., 2200 København N",2200 København N,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/60a96312-a569-49c5-af76-9b694cf795ed,"Detailhandel & butik, salg",69 m²,675.000 kr.,9.782 kr./m²,,,
Sønderhavvej 10A,6340 Kruså,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/andre-typer/e2a1abcd-3b21-4982-a424-ab6fbc6eef78,"Andre typer, salg",899 m²,10.000.000 kr.,11.123 kr./m²,54.859538,9.492391,Aabenraa Kommune
Gammel Slangerupvej 1,3600 Frederikssund,https://www.ejendomstorvet.dk/koeb/nordsjaelland/frederikssund/grunde/98bd447f-fd91-4fdf-849c-22a15cba10c4,"Grunde, salg",40.000 m²,22.000.000 kr.,0 kr./m²,55.824826,12.117506,Frederikssund Kommune
Oksbølvej 79,6500 Vojens,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/grunde/58948cb4-75b9-417d-90b8-fb8673835f3c,"Grunde, salg",55.852 m²,6.981.500 kr.,0 kr./m²,55.25259,9.402486,Haderslev Kommune
Oksbølvej 85,6500 Vojens,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/grunde/6b177c99-494e-446f-8ba4-f46d7c565c0d,"Grunde, salg",14.175 m²,1.770.750 kr.,0 kr./m²,55.25503,9.403172,Haderslev Kommune
Ny Strandvej 34,3060 Espergærde,https://www.ejendomstorvet.dk/koeb/nordsjaelland/helsingoer/lager-produktion/6f6b693e-6ca5-4871-b2bb-1b92d345d883,"Lager & produktion, salg",249 m²,4.200.000 kr.,16.867 kr./m²,55.984653,12.549147,Helsingør Kommune
Sundvej 96,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/a5baa175-3c6a-437e-a3b3-9f0e34e89f4e,"Andre typer, salg",1.785 m²,25.000.000 kr.,14.005 kr./m²,55.868212,9.890762,Horsens Kommune
Badevej 12,6950 Ringkøbing,https://www.ejendomstorvet.dk/koeb/vestjylland/ringkoebing-skjern/hotel-restaurant/8fa3c9ca-c851-4ca0-8a1f-c7ad8f2ef700,"Hotel & restaurant, salg",421 m²,8.950.000 kr.,21.258 kr./m²,56.118967,8.114373,Ringkøbing-Skjern Kommune
Nordvej 4  9900,9900 Frederikshavn,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/lager-produktion/59d0bd28-5fe2-4687-a9f2-4b707778a183,"Lager & produktion, salg",1.199 m²,5.800.000 kr.,4.837 kr./m²,57.389331,10.51156,Frederikshavn Kommune
Nyhavevej 73,7000 Fredericia,https://www.ejendomstorvet.dk/koeb/sydjylland/fredericia/grunde/65871b9e-5325-4143-9aed-cd81deec28bc,"Grunde, salg",251.645 m²,62.500.000 kr.,0 kr./m²,55.523164,9.740616,Fredericia Kommune
Gulleshøj 11,5471 Søndersø,https://www.ejendomstorvet.dk/koeb/fyn/nordfyns/lager-produktion/6aeb0a97-9efa-4c3c-abf9-1f3b2200a449,"Lager & produktion, salg",4.315 m²,3.800.000 kr.,880 kr./m²,55.496484,10.225795,Nordfyns Kommune
Ribevej 1F,6500 Vojens,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/grunde/8e0ceb52-f533-4879-8630-d495538f75be,"Grunde, salg",57.399 m²,7.175.000 kr.,0 kr./m²,55.243279,9.40992,Haderslev Kommune
Sdr. Strandvej 3,3770 Allinge,https://www.ejendomstorvet.dk/koeb/bornholm/bornholm/hotel-restaurant/aa11f205-348c-4db1-8cd4-8bd2cd12666f,"Hotel & restaurant, salg",265 m²,2.650.000 kr.,10.000 kr./m²,55.247607,14.838818,Bornholms Regionskommune
Vesterbro 65,8970 Havndal,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/lager-produktion/224d25eb-5cc0-4e8c-b41d-4fd6e94e9a73,"Lager & produktion, salg",3.196 m²,5.900.000 kr.,1.846 kr./m²,55.394259,10.374049,Odense Kommune
Tinvej 13,4100 Ringsted,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/ringsted/grunde/88cb647e-fa56-4a5f-b1f1-3b75b7c93cc8,"Grunde, salg",20.751 m²,15.000.000 kr.,0 kr./m²,55.460162,11.808081,Ringsted Kommune
"Over Kæret 6,",5220 Odense SØ,https://www.ejendomstorvet.dk/koeb/fyn/odense/andre-typer/8cdc312b-575b-4376-8a3a-d643404082b6,"Andre typer, salg",220 m²,3.530.000 kr.,16.045 kr./m²,55.359209,10.466726,Odense Kommune
"Grønnegade 17A+C, 3730 Nexø",3730 Nexø,https://www.ejendomstorvet.dk/koeb/bornholm/bornholm/andre-typer/356d43f7-9b2c-4324-80f7-c1cfe507c847,"Andre typer, salg",471 m²,998.000 kr.,2.118 kr./m²,55.0638567,15.1311154,Bornholms Regionskommune
Rantzausgade 25,9000 Aalborg,https://www.ejendomstorvet.dk/koeb/nordjylland/aalborg/andre-typer/5d474e1f-7d03-4ab8-9f07-c2c41a95c3ab,"Andre typer, salg",319 m²,2.795.000 kr.,8.761 kr./m²,55.68663,12.549022,Københavns Kommune
Kirstinehøj 23A,2770 Kastrup,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/taarnby/lager-produktion/0b090f43-6ecb-40f9-86f8-51b8b1817124,"Lager & produktion, salg",1.326 m²,17.995.000 kr.,13.570 kr./m²,55.61538,12.616862,Tårnby Kommune
Soldalen 6,7100 Vejle,https://www.ejendomstorvet.dk/koeb/sydjylland/vejle/andre-typer/011e3973-0e0a-4760-ac8d-e46cfb51a4ed,"Andre typer, salg",216 m²,1.895.000 kr.,8.773 kr./m²,55.718602,12.579812,Københavns Kommune
Fiskehuskajen 1-3,9990 Skagen,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/andre-typer/b8488db4-cfbd-4fa6-8fbc-14d8293ccd83,"Andre typer, salg",238 m²,6.850.000 kr.,28.781 kr./m²,57.7191247,10.5880391,Frederikshavn Kommune
Hedelandsvej 16,7400 Herning,https://www.ejendomstorvet.dk/koeb/vestjylland/herning/lager-produktion/96a94dfb-ca1b-4c0a-a746-8d86c730d6d5,"Lager & produktion, salg",1.324 m²,4.450.000 kr.,3.361 kr./m²,55.357701,10.399848,Odense Kommune
"H. C. Ørsteds Vej 5,",7000 Fredericia,https://www.ejendomstorvet.dk/koeb/sydjylland/fredericia/andre-typer/28537e7c-666e-4711-a33a-a466b412388e,"Andre typer, salg",518 m²,2.795.000 kr.,5.395 kr./m²,55.676329,12.545558,Frederiksberg Kommune
Møllegade 1B og 1C,6823 Ansager,https://www.ejendomstorvet.dk/koeb/sydjylland/varde/lager-produktion/723f0f84-7bca-41ac-930f-95efd406fd54,"Lager & produktion, salg",506 m²,700.000 kr.,1.383 kr./m²,,,
Rønnevej 64,3770 Allinge,https://www.ejendomstorvet.dk/koeb/bornholm/bornholm/hotel-restaurant/a6e3ea89-7353-4ca9-84cd-8ec1de7b43df,"Hotel & restaurant, salg",333 m²,1.498.000 kr.,4.498 kr./m²,55.239603,14.797639,Bornholms Regionskommune
Vestergade 15,9400 Nørresundby,https://www.ejendomstorvet.dk/koeb/nordjylland/aalborg/andre-typer/2550313f-db1e-4895-b51b-00e7f2f462a2,"Andre typer, salg",412 m²,2.350.000 kr.,5.703 kr./m²,55.677581,12.570197,Københavns Kommune
Søndergade 12,5000 Odense C,https://www.ejendomstorvet.dk/koeb/fyn/odense/andre-typer/4a8df4e6-9fe0-42a0-92b4-0bde00495eff,"Andre typer, salg",235 m²,3.600.000 kr.,15.319 kr./m²,56.155179,10.207243,Aarhus Kommune
Vestervej 111,4960 Holeby,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/lolland/detailhandel-butik/49b84ebe-766f-4444-8590-a10892258b7e,"Detailhandel & butik, salg",825 m²,995.000 kr.,1.206 kr./m²,54.711084,11.459388,Lolland Kommune
Elholm 8,6400 Sønderborg,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/lager-produktion/479f3a8d-9fd7-42c2-8267-f7c12ac9c563,"Lager & produktion, salg",13.755 m²,100.000.000 kr.,7.270 kr./m²,54.925689,9.791537,Sønderborg Kommune
Postgade 3B,3740 Svaneke,https://www.ejendomstorvet.dk/koeb/bornholm/bornholm/detailhandel-butik/89c7fe60-7483-453e-8f7b-d575b0bc98d0,"Detailhandel & butik, salg",151 m²,2.975.000 kr.,19.701 kr./m²,55.135379,15.143046,Bornholms Regionskommune
"Sankt Jørgens Gade 35, st. &",6400 Sønderborg,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/detailhandel-butik/32fd8296-4981-49db-bc98-402e654125f2,"Detailhandel & butik, salg",778 m²,4.995.000 kr.,6.420 kr./m²,,,
Børupvej 42,7000 Fredericia,https://www.ejendomstorvet.dk/koeb/sydjylland/fredericia/grunde/087fc223-367f-4510-8973-b98bb8c31d10,"Grunde, salg",70.679 m²,30.500.000 kr.,0 kr./m²,56.097188,10.132591,Aarhus Kommune
"Nygårdsvej 2, st., 2100 København Ø",2100 København Ø,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/03431955-ab04-4e50-b89f-c763e3fa3279,"Detailhandel & butik, salg",141 m²,2.750.000 kr.,19.503 kr./m²,,,
Alsikevej 14,8920 Randers NV,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/andre-typer/37c433e3-0789-401b-932e-214dc646033c,"Andre typer, salg",538 m²,3.200.000 kr.,5.947 kr./m²,56.488865,10.0241,Randers Kommune
Ndr Stavskærvej 6,6800 Varde,https://www.ejendomstorvet.dk/koeb/sydjylland/varde/andre-typer/4f0ea390-1760-4993-b849-dac51c4eb9aa,"Andre typer, salg",1.314 m²,2.600.000 kr.,1.978 kr./m²,55.710035,8.499399,Varde Kommune
Hønebjergvej 4,8543 Hornslet,https://www.ejendomstorvet.dk/koeb/oestjylland/syddjurs/andre-typer/879597b0-f5f5-47d7-9c11-da29b89c5889,"Andre typer, salg",1.495 m²,1.390.000 kr.,929 kr./m²,56.352765,10.240147,Syddjurs Kommune
Skovhegnet 15,3520 Farum,https://www.ejendomstorvet.dk/koeb/nordsjaelland/furesoe/andre-typer/4cd49ed0-145e-4dd1-9608-8eae6fa989b2,"Andre typer, salg",777 m²,11.995.000 kr.,15.437 kr./m²,55.944076,12.289494,Hillerød Kommune
Gyvelvej 23,6780 Skærbæk,https://www.ejendomstorvet.dk/koeb/sydjylland/toender/andre-typer/b524ad86-3a40-495f-a3c2-26070dde2144,"Andre typer, salg",1.662 m²,2.200.000 kr.,1.323 kr./m²,57.069955,9.93585,Aalborg Kommune
Storegade 25A,6200 Aabenraa,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/andre-typer/65467fcd-5d04-418f-becd-0b6a739e36ac,"Andre typer, salg",162 m²,1.975.000 kr.,12.191 kr./m²,55.470757,8.464422,Esbjerg Kommune
Jerlevgårdvej 9,7100 Vejle,https://www.ejendomstorvet.dk/koeb/sydjylland/vejle/andre-typer/cf650b86-eeeb-4f85-a5c8-ca02c661a4fc,"Andre typer, salg",15 m²,5.250.000 kr.,350.000 kr./m²,55.671274,9.438608,Vejle Kommune
Melskov Alle 8,6100 Haderslev,https://www.ejendomstorvet.dk/koeb/sydjylland/haderslev/andre-typer/e5532f6b-9fe7-4ea7-8900-662fb64ccb4f,"Andre typer, salg",592 m²,3.900.000 kr.,6.587 kr./m²,55.247793,9.409865,Haderslev Kommune
Jyllandsgade 53,7000 Fredericia,https://www.ejendomstorvet.dk/koeb/sydjylland/fredericia/detailhandel-butik/ec1f3019-a9c6-4ef4-8d39-93305d02818f,"Detailhandel & butik, salg",148 m²,3.750.000 kr.,25.337 kr./m²,55.468537,8.4479,Esbjerg Kommune
Vandværksvej 42A,8960 Randers SØ,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/lager-produktion/b8de406f-f1b3-406b-8ab3-ca15bf676025,"Lager & produktion, salg",2.854 m²,7.995.000 kr.,2.801 kr./m²,56.436205,10.139341,Randers Kommune
Torvet 20,4293 Dianalund,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/soroe/detailhandel-butik/a6deff2e-6e71-4901-b789-eeca4971ef07,"Detailhandel & butik, salg",559 m²,2.500.000 kr.,4.472 kr./m²,56.137361,8.975542,Herning Kommune
Torvet 21,4293 Dianalund,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/soroe/detailhandel-butik/d05eeb57-ad96-4c2f-b04d-3185b954b5aa,"Detailhandel & butik, salg",191 m²,1.300.000 kr.,6.806 kr./m²,55.466612,8.452555,Esbjerg Kommune
Centervej 27,4270 Høng,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/detailhandel-butik/a10d746a-96b2-4410-8bef-d913dd5e605e,"Detailhandel & butik, salg",335 m²,2.400.000 kr.,7.164 kr./m²,55.504439,11.289543,Kalundborg Kommune
N. A. Christensens Vej 15A,7900 Nykøbing M,https://www.ejendomstorvet.dk/koeb/nordjylland/morsoe/lager-produktion/d615f0c5-1b12-4ddd-8b2e-3efb9e930c06,"Lager & produktion, salg",5.000 m²,3.850.000 kr.,770 kr./m²,56.80215,8.856274,Morsø Kommune
Industriparken 6,4100 Ringsted,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/ringsted/lager-produktion/fa19b932-95ef-4fdd-9276-1197b12da398,"Lager & produktion, salg",748 m²,8.425.000 kr.,11.263 kr./m²,56.407667,9.910085,Randers Kommune
Oddenvej 206,4500 Nykøbing Sj,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/odsherred/hotel-restaurant/8b516ff8-6a71-43c7-a83a-0aa58c860f1d,"Hotel & restaurant, salg",255 m²,1.495.000 kr.,5.862 kr./m²,55.948551,11.494969,Odsherred Kommune
Ugandavej 111,2770 Kastrup,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/taarnby/hotel-restaurant/aeb9c2a5-afab-4ab6-ba4d-803c03111b11,"Hotel & restaurant, salg",48 m²,1.250.000 kr.,26.041 kr./m²,55.603672,12.586429,Tårnby Kommune
Industriparken 6,4100 Ringsted,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/ringsted/detailhandel-butik/ff79c27b-a61a-4a4d-a017-044bf26558f4,"Detailhandel & butik, salg",748 m²,8.425.000 kr.,11.263 kr./m²,56.407667,9.910085,Randers Kommune
"Godthåbsvej 61, 7100 Vejle",7100 Vejle,https://www.ejendomstorvet.dk/koeb/sydjylland/vejle/grunde/eb4f2456-b34d-44c4-bab1-826840fcf564,"Grunde, salg",50.000 m²,27.500.000 kr.,0 kr./m²,55.6705552,9.5476423,Vejle Kommune
Eveldrupvej 4,9620 Aalestrup,https://www.ejendomstorvet.dk/koeb/nordjylland/vesthimmerlands/lager-produktion/b9dbdd4b-1816-45fd-977a-04fe8d6da975,"Lager & produktion, salg",200 m²,300.000 kr.,1.500 kr./m²,56.696926,9.552329,Vesthimmerlands Kommune
Vestre Ringgade 130,4200 Slagelse,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/lager-produktion/fb1571f6-dbc4-453a-b24f-fe48dd0a412a,"Lager & produktion, salg",128 m²,1.295.000 kr.,10.117 kr./m²,55.397669,11.339965,Slagelse Kommune
Mørksøvej 2,8600 Silkeborg,https://www.ejendomstorvet.dk/koeb/oestjylland/silkeborg/andre-typer/4211ba6d-871e-476d-9200-d37e6ba70693,"Andre typer, salg",2.516 m²,9.500.000 kr.,3.775 kr./m²,56.136468,9.561025,Silkeborg Kommune
Sct Jørgens Gade 6,7500 Holstebro,https://www.ejendomstorvet.dk/koeb/vestjylland/holstebro/andre-typer/0217fc84-c204-43dd-b067-bd1a63beafde,"Andre typer, salg",264 m²,3.850.000 kr.,14.583 kr./m²,,,
Skanderborgvej 8-10,8680 Ry,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/detailhandel-butik/de3b76f5-6fb8-4825-a54f-0b2c1110cf5b,"Detailhandel & butik, salg",265 m²,2.000.000 kr.,7.547 kr./m²,56.118132,10.1403996,Aarhus Kommune
