Adresse,City,Link,Type,Størrelse,Pris,Pris_m2,latitude,longitude,kommune
Bagsværd Hovedgade 62A,2880 Bagsværd,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/gladsaxe/detailhandel-butik/c2f53dc6-44ea-493c-ae13-8d62077b1e2c,"Detailhandel & butik, salg",140 m²,1.250.000 kr.,8.928 kr./m²,55.758562,12.45986,Gladsaxe Kommune
Leddet 4,9800 Hjørring,https://www.ejendomstorvet.dk/koeb/nordjylland/hjoerring/lager-produktion/2bfb3cbf-372b-44a4-85da-9f5e61405a36,"Lager & produktion, salg",439 m²,1.475.000 kr.,3.359 kr./m²,55.900215,9.763962,Horsens Kommune
Randersgade 2,2100 København Ø,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/f3daa9b6-98f1-4643-aa2a-1ebff2593b01,"Detailhandel & butik, salg",138 m²,3.900.000 kr.,28.260 kr./m²,55.702151,12.581958,Københavns Kommune
"Fuglsang 2, st",5270 Odense N,https://www.ejendomstorvet.dk/koeb/fyn/odense/detailhandel-butik/df7a06be-1fb2-4d3b-ba66-0147bfa3bd8f,"Detailhandel & butik, salg",1.089 m²,4.000.000 kr.,3.673 kr./m²,55.234676,12.160878,Faxe Kommune
Huginsvej 6,4100 Ringsted,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/ringsted/lager-produktion/46345e82-8e1c-4b6d-bd0e-3618d82d91ad,"Lager & produktion, salg",585 m²,5.500.000 kr.,9.401 kr./m²,55.753671,12.459391,Gladsaxe Kommune
Guldborgvej 8,7400 Herning,https://www.ejendomstorvet.dk/koeb/vestjylland/herning/grunde/0f5b2f75-fe84-4c8c-95f6-735838f33c41,"Grunde, salg",6.957 m²,2.800.000 kr.,0 kr./m²,55.684841,12.52637,Frederiksberg Kommune
Strandgaardsvej 8,4760 Vordingborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/hotel-restaurant/6d8039d7-b3b1-4df9-81e4-a86af0ba1d8e,"Hotel & restaurant, salg",970 m²,9.900.000 kr.,10.206 kr./m²,55.710351,9.609119,Vejle Kommune
Lundsbjerg industrivej 59,6200 Aabenraa,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/detailhandel-butik/425bc86d-d7bb-4c62-b91e-f255c17be89a,"Detailhandel & butik, salg",732 m²,4.250.000 kr.,5.806 kr./m²,55.00364,9.432332,Aabenraa Kommune
Hvidtjørnvej 14A,8471 Sabro,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/grunde/27dd4ecc-f155-4ff9-956a-a645d137bccd,"Grunde, salg",2.333 m²,800.000 kr.,0 kr./m²,56.207515,10.041027,Aarhus Kommune
Vestergade 6A,5560 Aarup,https://www.ejendomstorvet.dk/koeb/fyn/assens/grunde/d489dbdf-b79e-4371-b12f-f083511b047c,"Grunde, salg",523 m²,500.000 kr.,0 kr./m²,55.678164,12.57079,Københavns Kommune
"Perlegade 58, st",6400 Sønderborg,https://www.ejendomstorvet.dk/koeb/sydjylland/soenderborg/detailhandel-butik/fef1c4db-b72a-4928-bd5b-d451c02754b6,"Detailhandel & butik, salg",67 m²,950.000 kr.,14.179 kr./m²,,,
Kaltoftevej 13,7000 Fredericia,https://www.ejendomstorvet.dk/koeb/sydjylland/fredericia/lager-produktion/7a825203-8dc2-49bf-bfd9-bb7632e38ad6,"Lager & produktion, salg",1.055 m²,3.500.000 kr.,3.317 kr./m²,55.581494,9.771279,Fredericia Kommune
Østerbrogade 75,8500 Grenaa,https://www.ejendomstorvet.dk/koeb/oestjylland/norddjurs/detailhandel-butik/a5bac172-7955-4d03-9438-1bd0be1a1e97,"Detailhandel & butik, salg",488 m²,4.500.000 kr.,9.221 kr./m²,57.058204,9.926149,Aalborg Kommune
Nygade 6,4700 Næstved,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/naestved/andre-typer/a4035861-6207-4b00-94dd-28505b07fad5,"Andre typer, salg",369 m²,2.795.000 kr.,7.574 kr./m²,55.678201,12.573014,Københavns Kommune
Tømmervej 17,7080 Børkop,https://www.ejendomstorvet.dk/koeb/sydjylland/vejle/grunde/1af1f3c3-5be4-4102-8bf9-16090b7c58ef,"Grunde, salg",9.733 m²,3.700.000 kr.,0 kr./m²,55.640569,9.664306,Vejle Kommune
Århusvej 31,8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/lager-produktion/6e7e87ca-a7f0-4c05-bd64-d4362c034934,"Lager & produktion, salg",381 m²,4.495.000 kr.,11.797 kr./m²,56.024569,12.595733,Helsingør Kommune
Plantagevej 1,6330 Padborg,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/lager-produktion/65e93949-514c-44b5-a05b-b1ad41855da9,"Lager & produktion, salg",2.858 m²,11.900.000 kr.,4.163 kr./m²,55.678415,12.435118,Rødovre Kommune
Nørregade 7,6670 Holsted,https://www.ejendomstorvet.dk/koeb/sydjylland/vejen/andre-typer/257daf86-2728-4522-897d-4592570c1a50,"Andre typer, salg",236 m²,698.000 kr.,2.957 kr./m²,55.678878,12.571926,Københavns Kommune
Lundsbjerg Industrivej 13,6200 Aabenraa,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/lager-produktion/78e8da66-db8d-42ff-bc97-5a61478d3c25,"Lager & produktion, salg",6.430 m²,22.000.000 kr.,3.421 kr./m²,55.002446,9.43718,Aabenraa Kommune
Ægirsvej 9 og 11,3400 Hillerød,https://www.ejendomstorvet.dk/koeb/nordsjaelland/hilleroed/lager-produktion/c1849cbf-e1fe-4f1c-8138-26f8e0275212,"Lager & produktion, salg",791 m²,9.970.000 kr.,12.604 kr./m²,56.037969,12.597888,Helsingør Kommune
Ægirsvej 11,3400 Hillerød,https://www.ejendomstorvet.dk/koeb/nordsjaelland/hilleroed/lager-produktion/09e71c30-fbe7-46a9-b383-d468363f81c9,"Lager & produktion, salg",541 m²,5.985.000 kr.,11.062 kr./m²,55.652148,12.087368,Roskilde Kommune
Ægirsvej 9,3400 Hillerød,https://www.ejendomstorvet.dk/koeb/nordsjaelland/hilleroed/lager-produktion/92ce132b-757c-40e3-b5d7-8b1c7764e561,"Lager & produktion, salg",250 m²,3.985.000 kr.,15.940 kr./m²,56.037969,12.597888,Helsingør Kommune
Ribevej 31C,6800 Varde,https://www.ejendomstorvet.dk/koeb/sydjylland/varde/lager-produktion/62ec67d6-cab6-424a-8e6a-0d7c0bf05b4b,"Lager & produktion, salg",304 m²,1.100.000 kr.,3.618 kr./m²,55.609924,8.494914,Varde Kommune
Ørbækvej 339B,5220 Odense SØ,https://www.ejendomstorvet.dk/koeb/fyn/odense/andre-typer/8a7bd414-d770-4bec-a32c-433d1b218b40,"Andre typer, salg",212 m²,2.850.000 kr.,13.443 kr./m²,55.37058,10.446987,Odense Kommune
Fåborgvej 1,4200 Slagelse,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/lager-produktion/c0ae5e88-2ed3-49b8-aa62-d359eece21b0,"Lager & produktion, salg",630 m²,3.700.000 kr.,5.873 kr./m²,56.443585,10.033394,Randers Kommune
Kongevejen 134,3000 Helsingør,https://www.ejendomstorvet.dk/koeb/nordsjaelland/helsingoer/andre-typer/c17a1667-60a8-4e81-bd03-79ec375ce422,"Andre typer, salg",272 m²,3.195.000 kr.,11.746 kr./m²,55.789208,12.48793,Lyngby-Taarbæk Kommune
Langagervej 10,6630 Rødding,https://www.ejendomstorvet.dk/koeb/sydjylland/vejen/lager-produktion/98f92a55-043d-45e3-8d3a-d3dae3d99c49,"Lager & produktion, salg",747 m²,2.250.000 kr.,3.012 kr./m²,55.660634,12.491932,Københavns Kommune
Østersøvej 3,9990 Skagen,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/lager-produktion/e543b9ea-62d0-4d9a-bd0c-4b8a44ddd80c,"Lager & produktion, salg",903 m²,5.495.000 kr.,6.085 kr./m²,57.726973,10.566417,Frederikshavn Kommune
Koldingvej 71,6040 Egtved,https://www.ejendomstorvet.dk/koeb/sydjylland/kolding/grunde/5fecee80-853b-41dd-b5b5-ade09363f964,"Grunde, salg",142.276 m²,5.795.000 kr.,0 kr./m²,56.43267,9.391574,Viborg Kommune
Brænder Alle 4,4891 Toreby L,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/guldborgsund/lager-produktion/cbf614b1-45d1-4a50-9895-9f029847912c,"Lager & produktion, salg",1.117 m²,2.285.000 kr.,2.045 kr./m²,54.749633,11.796403,Guldborgsund Kommune
Vestbirkvej 23,8752 Østbirk,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/abf00ea0-d470-4c9e-86f0-586e59ca9f05,"Andre typer, salg",758 m²,1.495.000 kr.,1.972 kr./m²,55.964749,9.73989,Horsens Kommune
Niels Bohrs Vej 36,8660 Skanderborg,https://www.ejendomstorvet.dk/koeb/oestjylland/skanderborg/lager-produktion/c2fdeb4b-0597-4810-a127-02331a35af15,"Lager & produktion, salg",714 m²,8.500.000 kr.,11.904 kr./m²,56.131515,10.175136,Aarhus Kommune
Gammel Viborgvej 13A,8381 Tilst,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/grunde/649d2253-517e-43e5-9f53-8d3a9600bb3e,"Grunde, salg",4.285 m²,3.600.000 kr.,0 kr./m²,56.188088,10.084341,Aarhus Kommune
Gammelgabvej 2,6830 Nørre Nebel,https://www.ejendomstorvet.dk/koeb/sydjylland/varde/hotel-restaurant/1c713b6c-a2bc-477a-aab6-70b953f7cce8,"Hotel & restaurant, salg",446 m²,1.395.000 kr.,3.127 kr./m²,55.791872,8.235947,Varde Kommune
"Engager 1,",4490 Jerslev Sjælland,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/grunde/1b09a5bb-d79c-4ab4-b5d3-6a97c93636e9,"Grunde, salg",28.500 m²,10.250.000 kr.,0 kr./m²,55.610172,11.236736,Kalundborg Kommune
Odinsvej 18,7200 Grindsted,https://www.ejendomstorvet.dk/koeb/sydjylland/billund/lager-produktion/3edd8186-4425-43d8-8978-dea9cad48d88,"Lager & produktion, salg",495 m²,2.795.000 kr.,5.646 kr./m²,56.157177,10.168089,Aarhus Kommune
Fiskerhusvej 29,4700 Næstved,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/naestved/lager-produktion/7ec7bfb1-32e1-4ddb-ad40-f390d2726b2a,"Lager & produktion, salg",597 m²,4.750.000 kr.,7.956 kr./m²,55.202938,11.737468,Næstved Kommune
Trondhjemsvej 20,6230 Rødekro,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/grunde/f2dca773-8cab-4594-91a2-cb5a911bbc49,"Grunde, salg",4.315 m²,2.157.500 kr.,0 kr./m²,55.062263,9.343865,Aabenraa Kommune
Trondhjemsvej 20,6230 Rødekro,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/grunde/9bd31426-fab9-4a48-ba8d-7b74bf0e5020,"Grunde, salg",3.306 m²,1.570.350 kr.,0 kr./m²,55.062263,9.343865,Aabenraa Kommune
Trondhjemsvej 20,6230 Rødekro,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/grunde/9d3211fd-ca15-4397-ba90-ab296b962079,"Grunde, salg",5.480 m²,2.603.000 kr.,0 kr./m²,55.062263,9.343865,Aabenraa Kommune
Trondhjemsvej 20,6230 Rødekro,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/grunde/91b31a30-5f2b-4dca-9647-aa5c9b46a252,"Grunde, salg",3.615 m²,1.717.125 kr.,0 kr./m²,55.062263,9.343865,Aabenraa Kommune
Stormgade 48,6700 Esbjerg,https://www.ejendomstorvet.dk/koeb/sydjylland/esbjerg/detailhandel-butik/89dab228-df03-43cf-a855-b5889c8a3242,"Detailhandel & butik, salg",275 m²,2.175.000 kr.,7.909 kr./m²,55.470513,8.444423,Esbjerg Kommune
Kirkegårdsvej 38,2300 København S,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/hotel-restaurant/5c2d0ccc-5b74-40df-9f1f-4100dc0dd2c0,"Hotel & restaurant, salg",82 m²,1.350.000 kr.,16.463 kr./m²,55.656391,12.612628,Københavns Kommune
Lyngåvej 76,8370 Hadsten,https://www.ejendomstorvet.dk/koeb/oestjylland/favrskov/hotel-restaurant/f32cade1-0393-45a7-ba7e-08056144a7d2,"Hotel & restaurant, salg",857 m²,2.450.000 kr.,2.858 kr./m²,56.315906,9.979599,Favrskov Kommune
Nordre Frihavnsgade 45,2100 København Ø,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/670ea5b6-7866-4d32-96e7-d6eadbac6c66,"Detailhandel & butik, salg",98 m²,2.150.000 kr.,21.938 kr./m²,55.702285,12.582503,Københavns Kommune
Suderbovej 18,9900 Frederikshavn,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/lager-produktion/3261474e-f023-4d55-bf8e-e9f13dcbbff8,"Lager & produktion, salg",595 m²,2.750.000 kr.,4.621 kr./m²,57.44178,10.49425,Frederikshavn Kommune
Strandlyvej 1,3210 Vejby,https://www.ejendomstorvet.dk/koeb/nordsjaelland/gribskov/hotel-restaurant/426fc9c1-c3ce-4613-9b27-284abb4c2499,"Hotel & restaurant, salg",968 m²,15.000.000 kr.,15.495 kr./m²,56.079657,12.119715,Gribskov Kommune
Elmegårdsvej 4,8361 Hasselager,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/grunde/4029016d-5419-4bb7-84ef-12eec35ffcc9,"Grunde, salg",4.919 m²,2.495.000 kr.,0 kr./m²,56.110594,10.108858,Aarhus Kommune
Havnen 10,9370 Hals,https://www.ejendomstorvet.dk/koeb/nordjylland/aalborg/hotel-restaurant/0f5fbf47-6898-4cce-a538-eacb1cce137d,"Hotel & restaurant, salg",117 m²,1.600.000 kr.,13.675 kr./m²,55.227354,11.758196,Næstved Kommune
Spedalsø 45,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/3b799678-dd3a-4ff8-94b0-ea681f735620,"Andre typer, salg",371 m²,2.700.000 kr.,7.277 kr./m²,55.854525,9.84412,Horsens Kommune
Gl. Hundestedvej 4,3300 Frederiksværk,https://www.ejendomstorvet.dk/koeb/nordsjaelland/halsnaes/lager-produktion/bcbe9f18-2488-4d13-9bc4-d6195ed5f01d,"Lager & produktion, salg",1.221 m²,6.990.000 kr.,5.724 kr./m²,55.977514,12.005544,Halsnæs Kommune
"Vejlevej 135,",7000 Fredericia,https://www.ejendomstorvet.dk/koeb/sydjylland/fredericia/detailhandel-butik/8abaaee4-1919-45b8-af6a-611ad61b9233,"Detailhandel & butik, salg",1.390 m²,11.900.000 kr.,8.561 kr./m²,55.504666,9.457395,Kolding Kommune
Svalehøjvej 7,3650 Ølstykke,https://www.ejendomstorvet.dk/koeb/nordsjaelland/egedal/lager-produktion/47be2531-5f8e-42d5-8dd3-c7a53233ee32,"Lager & produktion, salg",987 m²,7.795.000 kr.,7.897 kr./m²,55.766919,12.137159,Egedal Kommune
"Hartkornsvej 51,",4760 Vordingborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/andre-typer/b43410ff-f7fd-4ad2-99c9-ef83bcf389ef,"Andre typer, salg",821 m²,4.500.000 kr.,5.481 kr./m²,55.040515,11.959841,Vordingborg Kommune
"Hartkornsvej 51,",4760 Vordingborg,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/vordingborg/detailhandel-butik/16bf2544-0bf3-4c9b-b794-813793921279,"Detailhandel & butik, salg",821 m²,4.500.000 kr.,5.481 kr./m²,55.040515,11.959841,Vordingborg Kommune
Valby Langgade 49,2500 Valby,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/detailhandel-butik/9a6a2e5a-5f77-4032-8e6d-287e538a94dd,"Detailhandel & butik, salg",147 m²,1.000.000 kr.,6.802 kr./m²,55.666526,12.516945,Københavns Kommune
Bundgårdsvej 3,7000 Fredericia,https://www.ejendomstorvet.dk/koeb/sydjylland/fredericia/lager-produktion/6608c39d-ff27-445c-8079-4ec38bd509b9,"Lager & produktion, salg",8.214 m²,41.700.000 kr.,5.076 kr./m²,57.144145,9.809933,Jammerbugt Kommune
Sintrupvej 50,8220 Brabrand,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/lager-produktion/250fc33a-3d4c-4378-b359-1af371a9877b,"Lager & produktion, salg",1.865 m²,13.500.000 kr.,7.238 kr./m²,56.168382,10.10101,Aarhus Kommune
Nederdammen 36,6760 Ribe,https://www.ejendomstorvet.dk/koeb/sydjylland/esbjerg/hotel-restaurant/2bf8f8fd-f29a-43fd-a3bf-00a73fd6f398,"Hotel & restaurant, salg",524 m²,5.795.000 kr.,11.059 kr./m²,55.329639,8.765999,Esbjerg Kommune
Banegårdspladsen 13,9850 Hirtshals,https://www.ejendomstorvet.dk/koeb/nordjylland/hjoerring/detailhandel-butik/e4c2226d-aa46-4909-a32e-d4c8c4f3bd32,"Detailhandel & butik, salg",1.094 m²,4.750.000 kr.,4.341 kr./m²,56.374584,9.657907,Viborg Kommune
Bjerge Landevej 6,4480 Store Fuglede,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/kalundborg/andre-typer/fc1f6733-d57e-4b23-a2de-4b5b3aacd445,"Andre typer, salg",289 m²,1.950.000 kr.,6.747 kr./m²,55.590102,11.184962,Kalundborg Kommune
"Elsenbakken 3,",3600 Frederikssund,https://www.ejendomstorvet.dk/koeb/nordsjaelland/frederikssund/lager-produktion/b9dbf095-99d7-40a9-8e3c-608ab55f413e,"Lager & produktion, salg",992 m²,5.500.000 kr.,5.544 kr./m²,55.848986,12.065851,Frederikssund Kommune
Istedgade 15,8700 Horsens,https://www.ejendomstorvet.dk/koeb/oestjylland/horsens/andre-typer/16a401fb-c0c0-4dc2-9df0-82484f2f9bf8,"Andre typer, salg",190 m²,1.600.000 kr.,8.421 kr./m²,55.67133,12.56056,Københavns Kommune
Kirkebjergvej 1,4180 Sorø,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/soroe/lager-produktion/5fbaea5c-0904-4abb-80d2-b39edf80bb1d,"Lager & produktion, salg",3.899 m²,18.595.000 kr.,4.769 kr./m²,55.46669,11.569493,Sorø Kommune
Nervøsvej 11,9430 Vadum,https://www.ejendomstorvet.dk/koeb/nordjylland/aalborg/hotel-restaurant/047e9c8b-4042-43c9-830f-cb5820e4776f,"Hotel & restaurant, salg",904 m²,1.875.000 kr.,2.074 kr./m²,57.122091,9.860477,Aalborg Kommune
Solens Plads 20,4220 Korsør,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/slagelse/detailhandel-butik/0dd6acc3-7bb7-4c33-b222-dfa7cac761de,"Detailhandel & butik, salg",538 m²,1.600.000 kr.,2.973 kr./m²,55.330648,11.137453,Slagelse Kommune
Hvidtjørnvej 9A,8471 Sabro,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/lager-produktion/a85887c9-e0d6-43c3-9888-9433d21f479d,"Lager & produktion, salg",600 m²,5.750.000 kr.,9.583 kr./m²,56.207012,10.04158,Aarhus Kommune
"Højrupsvej 27,",9900 Frederikshavn,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/lager-produktion/412ba317-30b2-4c05-b6a6-164e1a5404e7,"Lager & produktion, salg",279 m²,995.000 kr.,3.566 kr./m²,57.431118,10.513957,Frederikshavn Kommune
Brøndby Havnevej 19,2650 Hvidovre,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/broendby/lager-produktion/d4968917-aca4-486e-a535-bb2ef8e2b949,"Lager & produktion, salg",1.548 m²,4.500.000 kr.,2.906 kr./m²,55.608365,12.44476,
Kærvej 12,2970 Hørsholm,https://www.ejendomstorvet.dk/koeb/nordsjaelland/hoersholm/lager-produktion/ed1c0a1c-2512-49af-9d67-ee51399b0d22,"Lager & produktion, salg",1.850 m²,22.500.000 kr.,12.162 kr./m²,55.358565,10.466116,Odense Kommune
Vejlbyvej 2A,5500 Middelfart,https://www.ejendomstorvet.dk/koeb/fyn/middelfart/andre-typer/172c0ae8-38de-4cf7-b2e4-626e2a0ec984,"Andre typer, salg",4.602 m²,7.500.000 kr.,1.629 kr./m²,55.503679,9.818642,Middelfart Kommune
"Søndergade 1, st",9370 Hals,https://www.ejendomstorvet.dk/koeb/nordjylland/aalborg/andre-typer/1cb0e4c0-83b3-4a40-ac2a-af59b8a5de28,"Andre typer, salg",434 m²,1.200.000 kr.,2.764 kr./m²,55.5933149,12.6328972,Dragør Kommune
Stegholt 8b,6200 Aabenraa,https://www.ejendomstorvet.dk/koeb/sydjylland/aabenraa/detailhandel-butik/827b1363-8876-481a-8850-71281bbfab80,"Detailhandel & butik, salg",329 m²,3.750.000 kr.,11.398 kr./m²,55.033976,9.416798,Aabenraa Kommune
Hovedgaden 7,5853 Ørbæk,https://www.ejendomstorvet.dk/koeb/fyn/nyborg/detailhandel-butik/8f1f1a26-03d6-46cf-b5d8-ff88f5c8fe6f,"Detailhandel & butik, salg",500 m²,995.000 kr.,1.990 kr./m²,55.543245,12.116603,Solrød Kommune
Hans Aabelsvej 1,9300 Sæby,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/hotel-restaurant/c929e641-4729-4605-85e0-4986474b3999,"Hotel & restaurant, salg",571 m²,10.000.000 kr.,17.513 kr./m²,57.334922,10.514782,Frederikshavn Kommune
Nybo Bakke 3,7500 Holstebro,https://www.ejendomstorvet.dk/koeb/vestjylland/holstebro/lager-produktion/8f5a731f-5408-4517-a386-dcaa62dfe542,"Lager & produktion, salg",2.809 m²,8.000.000 kr.,2.847 kr./m²,56.340062,8.635292,Holstebro Kommune
Nørregade 34A,3300 Frederiksværk,https://www.ejendomstorvet.dk/koeb/nordsjaelland/halsnaes/andre-typer/584045d0-957e-4f47-8fc6-69c107be94ee,"Andre typer, salg",585 m²,3.575.000 kr.,6.111 kr./m²,55.681864,12.571272,Københavns Kommune
Jægersborg Alle 27B,2920 Charlottenlund,https://www.ejendomstorvet.dk/koeb/koebenhavns-omegn/gentofte/detailhandel-butik/b9d1ccd0-501b-42af-80c2-8407ec32cb3a,"Detailhandel & butik, salg",69 m²,1.800.000 kr.,26.086 kr./m²,55.754343,12.568468,Gentofte Kommune
Tofteengen 13,3540 Lynge,https://www.ejendomstorvet.dk/koeb/nordsjaelland/alleroed/grunde/f931ba5e-c007-4355-ae88-5b3d23c35ea6,"Grunde, salg",17.508 m²,10.000.000 kr.,0 kr./m²,55.694883,12.147372,Roskilde Kommune
"Markedsgade 30, st",8900 Randers C,https://www.ejendomstorvet.dk/koeb/oestjylland/randers/detailhandel-butik/8d75c3c1-9475-4339-a27a-7b51dd8ff0ff,"Detailhandel & butik, salg",90 m²,350.000 kr.,3.888 kr./m²,,,
Stationsvej 6,5260 Odense S,https://www.ejendomstorvet.dk/koeb/fyn/odense/andre-typer/bafd67e4-f8e5-4cba-9299-87176d26cbff,"Andre typer, salg",464 m²,2.795.000 kr.,6.023 kr./m²,55.594732,12.670017,Dragør Kommune
Skakkes Holm 12,8500 Grenaa,https://www.ejendomstorvet.dk/koeb/oestjylland/norddjurs/detailhandel-butik/6400a8fb-e9c3-45b9-b87d-efbc0063f8d2,"Detailhandel & butik, salg",111 m²,1.490.000 kr.,13.423 kr./m²,56.405849,10.924501,Norddjurs Kommune
"Nørreskov Bakke 78, 82",8600 Silkeborg,https://www.ejendomstorvet.dk/koeb/oestjylland/silkeborg/grunde/5adef2a4-ca22-4776-8c28-7da9252d5cd6,"Grunde, salg",11.529 m²,7.500.000 kr.,0 kr./m²,56.199996,9.595734,Silkeborg Kommune
Vestergade 12,4990 Sakskøbing,https://www.ejendomstorvet.dk/koeb/vest-og-sydsjaelland/guldborgsund/andre-typer/b2fb7ec1-6774-417e-8215-b4cdce2c5d4c,"Andre typer, salg",475 m²,1.445.000 kr.,3.042 kr./m²,55.677815,12.570313,Københavns Kommune
Vestergade 11,8800 Viborg,https://www.ejendomstorvet.dk/koeb/vestjylland/viborg/andre-typer/afbaaf21-6230-4f0d-9e60-1ad475c901fb,"Andre typer, salg",662 m²,5.750.000 kr.,8.685 kr./m²,55.677717,12.570543,Københavns Kommune
Vestergade 39,5800 Nyborg,https://www.ejendomstorvet.dk/koeb/fyn/nyborg/detailhandel-butik/3fb67a24-5246-41ea-9bb7-8788c977fc94,"Detailhandel & butik, salg",1.101 m²,8.500.000 kr.,7.720 kr./m²,55.676745,12.568784,Københavns Kommune
Godthåbsvej 22,2000 Frederiksberg,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/frederiksberg/detailhandel-butik/5bc07bc1-a38b-48c0-8cb6-88a0fbd47d5c,"Detailhandel & butik, salg",163 m²,5.600.000 kr.,34.355 kr./m²,55.686226,12.535159,Frederiksberg Kommune
Mosevej 29,8240 Risskov,https://www.ejendomstorvet.dk/koeb/oestjylland/aarhus/lager-produktion/0b932e75-c5ac-42e4-80d9-900b1b6b7c4e,"Lager & produktion, salg",3.226 m²,7.000.000 kr.,2.169 kr./m²,56.211581,10.238219,Aarhus Kommune
Værkstedvej 36,2500 Valby,https://www.ejendomstorvet.dk/koeb/byen-koebenhavn/koebenhavn/lager-produktion/333f6204-aa71-4cd4-b2a3-91405f810eb7,"Lager & produktion, salg",100 m²,4.250.000 kr.,42.500 kr./m²,55.652208,12.506111,Københavns Kommune
Sct. Clemens Vej 3,9990 Skagen,https://www.ejendomstorvet.dk/koeb/nordjylland/frederikshavn/hotel-restaurant/646288ef-18c1-4deb-947d-514bddd915c8,"Hotel & restaurant, salg",475 m²,11.000.000 kr.,23.157 kr./m²,57.718594,10.583435,Frederikshavn Kommune
Engholmvej 18,3100 Hornbæk,https://www.ejendomstorvet.dk/koeb/nordsjaelland/helsingoer/andre-typer/91dfd977-642f-48c4-8da6-2793ac8f3c19,"Andre typer, salg",397 m²,4.500.000 kr.,11.335 kr./m²,55.663657,12.099211,Roskilde Kommune
