Adresse,Link,Type,Pris,Værelser,Boligstørrelse,Grundstørrelse,latitude,longitude,kommune
"Haslevvej 174,  4100 Ringsted",https://www.boliga.dk/adresse/haslevvej-174-4100-ringsted-13750650,Villa med 7 værelser,-3%  3.495.000 kr.,7,220 m²,19.075 m²,55.405204,11.835035,Ringsted Kommune
"Gilmosevej 6, Tjørring,  7400 Herning",https://www.boliga.dk/adresse/gilmosevej-6-7400-herning-488270394,Helårsgrund,3.500.000 kr.,51.636 m²,Ejerudgift: 2.310 kr. / md.,,56.1628503,8.9331997,Herning Kommune
"Ringstedvej 220, Igelsø,  4300 Holbæk",https://www.boliga.dk/adresse/ringstedvej-220-4300-holbaek-1023313794,Landejendom med 7 værelser,-8%  3.695.000 kr.,7,245 m²,27.680 m²,55.640138,11.667231,Holbæk Kommune
"Ringklostervej 22,  8660 Skanderborg",https://www.boliga.dk/adresse/ringklostervej-22-8660-skanderborg-402673801,Villa med 9 værelser,-5%  4.295.000 kr.,9,244 m²,3.613 m²,56.008298,9.953017,Skanderborg Kommune
"Ishøj Bygade 51,  2635 Ishøj",https://www.boliga.dk/adresse/ishoej-bygade-51-2635-ishoej-2122306673,Villa med 4 værelser,-6%  7.995.000 kr.,4,140 m²,19.999 m²,55.630364,12.294353,Ishøj Kommune
"Klintevej 61,  3390 Hundested",https://www.boliga.dk/adresse/klintevej-61-3390-hundested-896551472,Fritidshus med 2 værelser,-9%  10.500.000 kr.,2,28 m²,Ejerudgift: 5.412 kr. / md.,55.999953,11.923423,Halsnæs Kommune
"Kronosvej 183, Gug,  9210 Aalborg SØ",https://www.boliga.dk/adresse/kronosvej-183-9210-aalborg-soe-966314831,Villa med 4 værelser,12.995.000 kr.,4,276 m²,1.587 m²,57.005294,9.943255,Aalborg Kommune
"Hovedvejen 49, Sønder Højrup,  5750 Ringe",https://www.boliga.dk/adresse/hovedvejen-49-5750-ringe-882005105,Villa med 7 værelser,-13%  695.000 kr.,7,175 m²,2.251 m²,,,
"Mariesmindevej 18, Gærum,  9900 Frederikshavn",https://www.boliga.dk/adresse/mariesmindevej-18-9900-frederikshavn-2056636281,Villa med 13 værelser,-6%  1.695.000 kr.,13,297 m²,11.103 m²,,,
"Byvejen 39, Rousthøje,  6818 Årre",https://www.boliga.dk/adresse/byvejen-39-6818-aarre-535992864,Villa med 3 værelser,1.848.000 kr.,3,150 m²,2.528 m²,55.576656,8.595357,Varde Kommune
"Houdamvej 31, Vandborg,  7620 Lemvig",https://www.boliga.dk/adresse/houdamvej-31-7620-lemvig-1023012012,Villa med 7 værelser,-4%  1.895.000 kr.,7,239 m²,27.122 m²,,,
"Nissengårdevej 8, Sdr Bork,  6893 Hemmet",https://www.boliga.dk/adresse/nissengaardevej-8-6893-hemmet-132153763,Landejendom med 5 værelser,1.975.000 kr.,5,251 m²,50.600 m²,55.824124,8.304276,Ringkøbing-Skjern Kommune
"Overmarkvej 77,  7840 Højslev",https://www.boliga.dk/adresse/overmarkvej-77-7840-hoejslev-1231795956,Villa med 6 værelser,1.195.000 kr.,6,165 m²,1.548 m²,56.576724,9.143811,Skive Kommune
"Slotshøjvej 10,  4780 Stege",https://www.boliga.dk/adresse/slotshoejvej-10-4780-stege-2060653218,Villa med 6 værelser,-4%  2.375.000 kr.,6,201 m²,12.881 m²,54.978703,12.354691,Vordingborg Kommune
"Åløkkevej 7, Røde Mølle,  8722 Hedensted",https://www.boliga.dk/adresse/aaloekkevej-7-8722-hedensted-721338658,Villa med 7 værelser,-6%  2.995.000 kr.,7,268 m²,8.492 m²,55.752162,9.73733,Hedensted Kommune
"Hundetudevej 5, Vesterø,  9940 Læsø",https://www.boliga.dk/adresse/hundetudevej-5-9940-laesoe-738562647,Villa med 3 værelser,-19%  325.000 kr.,3,155 m²,Ejerudgift: 1.078 kr. / md.,57.272038,10.949794,Læsø Kommune
"Frøslev Bygade 15,  4660 Store Heddinge",https://www.boliga.dk/adresse/froeslev-bygade-15-4660-store-heddinge-1046363316,Villa med 4 værelser,-26%  475.000 kr.,4,137 m²,1.650 m²,55.288142,12.318625,Stevns Kommune
"Hønebjergvej 4, Søby,  8543 Hornslet",https://www.boliga.dk/adresse/hoenebjergvej-4-8543-hornslet-1074906663,Villa med 7 værelser,-17%  1.245.000 kr.,7,200 m²,7.302 m²,56.352765,10.240147,Syddjurs Kommune
"Dyrhøjvej 4, Ørsted,  5620 Glamsbjerg",https://www.boliga.dk/adresse/dyrhoejvej-4-5620-glamsbjerg-1826352952,Villa med 8 værelser,-7%  1.395.000 kr.,8,200 m²,4.506 m²,,,
"Kværndrup Vænge 8,  5772 Kværndrup",https://www.boliga.dk/adresse/kvaerndrup-vaenge-8-5772-kvaerndrup-1129014284,Villa med 3 værelser,1.499.000 kr.,3,117 m²,1.595 m²,55.167371,10.545665,Faaborg-Midtfyn Kommune
"Moseengen 1,  3300 Frederiksværk",https://www.boliga.dk/adresse/moseengen-1-3300-frederiksvaerk-685134133,Fritidshus med 3 værelser,-20%  1.595.000 kr.,3,59 m²,Ejerudgift: 3.169 kr. / md.,56.007718,12.046527,Halsnæs Kommune
"Brovej 1, Rørkær,  6270 Tønder",https://www.boliga.dk/adresse/brovej-1-6270-toender-1465196353,Villa med 8 værelser,-28%  1.800.000 kr.,8,415 m²,7.601 m²,54.931323,8.920893,Tønder Kommune
"Odensevej 56, Hjulby,  5800 Nyborg",https://www.boliga.dk/adresse/odensevej-56-5800-nyborg-439547539,Villa med 7 værelser,-5%  1.895.000 kr.,7,245 m²,1.679 m²,55.341166,10.744157,Nyborg Kommune
"Søhusvænget 4,  7660 Bækmarksbro",https://www.boliga.dk/adresse/soehusvaenget-4-7660-baekmarksbro-708149722,Villa med 9 værelser,-9%  1.995.000 kr.,9,275 m²,10.506 m²,56.402615,8.313837,Lemvig Kommune
"Løvevej 3,  4581 Rørvig",https://www.boliga.dk/adresse/loevevej-3-4581-roervig-1300628577,Fritidshus med 3 værelser,-6%  2.245.000 kr.,3,56 m²,Ejerudgift: 1.998 kr. / md.,55.940395,11.725264,Odsherred Kommune
"Kirkevej 44,  7830 Vinderup",https://www.boliga.dk/adresse/kirkevej-44-7830-vinderup-2123751944,Landejendom med 8 værelser,-15%  2.795.000 kr.,8,317 m²,38.598 m²,56.458533,8.714255,Holstebro Kommune
"Raabukvej 18,  9493 Saltum",https://www.boliga.dk/adresse/raabukvej-18-9493-saltum-1507327367,Fritidshus med 4 værelser,-9%  2.995.000 kr.,4,102 m²,Ejerudgift: 3.249 kr. / md.,57.281404,9.62977,Jammerbugt Kommune
"Hillerup Markvej 6,  6760 Ribe",https://www.boliga.dk/adresse/hillerup-markvej-6-6760-ribe-1470576357,Villa med 8 værelser,2.998.000 kr.,8,155 m²,19.790 m²,55.377934,8.751857,Esbjerg Kommune
"Bøgebjergvej 6,  8740 Brædstrup",https://www.boliga.dk/adresse/boegebjergvej-6-8740-braedstrup-130261935,Villa med 4 værelser,4.995.000 kr.,4,215 m²,14.219 m²,55.934186,9.614919,Horsens Kommune
"Rantzausmindevej 199,  5700 Svendborg",https://www.boliga.dk/adresse/rantzausmindevej-199-5700-svendborg-933952168,Villa med 6 værelser,6.395.000 kr.,6,187 m²,2.090 m²,55.032622,10.529216,Svendborg Kommune
"Debelmosevej 3,  6900 Skjern",https://www.boliga.dk/adresse/debelmosevej-3-6900-skjern-1079365660,Landejendom med 8 værelser,7.800.000 kr.,8,247 m²,103.454 m²,55.964348,8.613356,Ringkøbing-Skjern Kommune
"Bakkegårdsvej 3, Kollund,  6340 Kruså",https://www.boliga.dk/adresse/bakkegaardsvej-3-6340-krusaa-1498699001,Villa med 7 værelser,-8%  8.750.000 kr.,7,380 m²,2.217 m²,54.847178,9.46641,Aabenraa Kommune
"Rætebølvej 6A+6B, True,  8220 Brabrand",https://www.boliga.dk/adresse/raeteboelvej-6-8220-brabrand-378065574,Villa med 8 værelser,-20%  9.900.000 kr.,8,393 m²,27.582 m²,56.1661563,10.0939106,Aarhus Kommune
"Strandvejen 24,  8721 Daugård",https://www.boliga.dk/adresse/strandvejen-24-8721-daugaard-277573143,Villa med 7 værelser,-3%  14.495.000 kr.,7,295 m²,5.560 m²,55.704036,9.69889,Hedensted Kommune
"Klønge Byvej 10,  4983 Dannemare",https://www.boliga.dk/adresse/kloenge-byvej-10-4983-dannemare-877819173,Villa med 4 værelser,695.000 kr.,4,166 m²,5.209 m²,54.764605,11.147678,Lolland Kommune
"Nygårdsvej 11, Bjerregård,  6960 Hvide Sande",https://www.boliga.dk/adresse/nygaardsvej-11-6960-hvide-sande-1404760059,Fritidsgrund,995.000 kr.,3.061 m²,Ejerudgift: 616 kr. / md.,,,,
"Toftumvej 27, Søvind,  8700 Horsens",https://www.boliga.dk/adresse/toftumvej-27-8700-horsens-145508439,Villa med 6 værelser,1.095.000 kr.,6,187 m²,1.661 m²,55.894707,9.989588,Horsens Kommune
"Lillevej 3, Bastrup,  6580 Vamdrup",https://www.boliga.dk/adresse/lillevej-3-6580-vamdrup-1276934625,Villa med 8 værelser,-4%  1.195.000 kr.,8,287 m²,17.430 m²,55.405689,9.234421,Kolding Kommune
"Nygårdsvej 6, Bjerregård,  6960 Hvide Sande",https://www.boliga.dk/adresse/nygaardsvej-6-6960-hvide-sande-1467215706,Fritidsgrund,1.195.000 kr.,2.290 m²,Ejerudgift: 422 kr. / md.,,,,
"Nygårdsvej 4, Bjerregård,  6960 Hvide Sande",https://www.boliga.dk/adresse/nygaardsvej-4-6960-hvide-sande-820219436,Fritidsgrund,1.195.000 kr.,1.820 m²,Ejerudgift: 376 kr. / md.,,,,
"Kronborgvej 9, Dalbyover,  8970 Havndal",https://www.boliga.dk/adresse/kronborgvej-9-8970-havndal-26978891,Villa med 8 værelser,-8%  1.195.000 kr.,8,322 m²,2.623 m²,56.619379,10.200735,Randers Kommune
"Vejstruprødvej 7,  6093 Sjølund",https://www.boliga.dk/adresse/vejstruproedvej-7-6093-sjoelund-1021269592,Villa med 8 værelser,-13%  1.295.000 kr.,8,226 m²,6.967 m²,55.393126,9.533386,Kolding Kommune
"Lillemarken 18,  4912 Harpelunde",https://www.boliga.dk/adresse/lillemarken-18-4912-harpelunde-599531209,Fritidshus med 5 værelser,1.295.000 kr.,5,142 m²,Ejerudgift: 1.288 kr. / md.,54.870372,11.07096,Lolland Kommune
"Søndergårdsmark 10,  7900 Nykøbing M",https://www.boliga.dk/adresse/soendergaardsmark-10-7900-nykoebing-m-1852248284,Villa med 7 værelser,1.495.000 kr.,7,258 m²,7.178 m²,56.917508,8.862875,Morsø Kommune
"Rødhusvej 75, Kaas,  9490 Pandrup",https://www.boliga.dk/adresse/roedhusvej-75-9490-pandrup-1682625832,Villa med 6 værelser,-17%  1.495.000 kr.,6,224 m²,2.376 m²,57.190719,9.666666,Jammerbugt Kommune
"Skivumvej 52,  9240 Nibe",https://www.boliga.dk/adresse/skivumvej-52-9240-nibe-1647598468,Villa med 12 værelser,1.800.000 kr.,12,454 m²,3.077 m²,56.866615,9.589564,Vesthimmerlands Kommune
"Lundborgvej 1, Foldby,  8382 Hinnerup",https://www.boliga.dk/adresse/lundborgvej-1-8382-hinnerup-1753983715,Villa med 6 værelser,1.995.000 kr.,6,191 m²,2.271 m²,,,
"Ved Granerne 8,  8850 Bjerringbro",https://www.boliga.dk/adresse/ved-granerne-8-8850-bjerringbro-2146059030,Villa med 6 værelser,-4%  2.495.000 kr.,6,211 m²,2.500 m²,56.399243,9.603783,Viborg Kommune
"Vesterlundvej 155,  8600 Silkeborg",https://www.boliga.dk/adresse/vesterlundvej-155-8600-silkeborg-1726092750,Fritidshus med 2 værelser,2.695.000 kr.,2,47 m²,Ejerudgift: 2.199 kr. / md.,56.127339,9.529294,Silkeborg Kommune
"Nørre Hurupvej 32A, Øster Hurup,  9560 Hadsund",https://www.boliga.dk/adresse/noerre-hurupvej-32a-9560-hadsund-2132281675,Landejendom med 6 værelser,2.795.000 kr.,6,198 m²,82.380 m²,56.811608,10.260869,Mariagerfjord Kommune
"Dyndledsvej 6,  4652 Hårlev",https://www.boliga.dk/adresse/dyndledsvej-6-4652-haarlev-1221025156,Villa med 7 værelser,-6%  2.995.000 kr.,7,198 m²,2.357 m²,55.364627,12.16347,Stevns Kommune
"Ravnstoft 1, Marstrup,  6100 Haderslev",https://www.boliga.dk/adresse/ravnstoft-1-6100-haderslev-615412816,Villa med 6 værelser,3.295.000 kr.,6,196 m²,1.545 m²,55.209851,9.449683,Haderslev Kommune
"Årupvej 9,  8722 Hedensted",https://www.boliga.dk/adresse/aarupvej-9-8722-hedensted-896960300,Villa med 6 værelser,-5%  3.995.000 kr.,6,267 m²,4.027 m²,55.778344,9.686879,Hedensted Kommune
"Lærkevænget 11, Tibirke Sand,  3300 Frederiksværk",https://www.boliga.dk/adresse/laerkevaenget-11-3300-frederiksvaerk-458605764,Fritidshus med 3 værelser,-11%  4.400.000 kr.,3,82 m²,Ejerudgift: 2.707 kr. / md.,,,
"Illeborgvej 35, Sdr. Fjand,  6990 Ulfborg",https://www.boliga.dk/adresse/illeborgvej-35-6990-ulfborg-1096294808,Fritidshus med 11 værelser,4.595.000 kr.,11,257 m²,Ejerudgift: 3.095 kr. / md.,,,
"Bredmagevej 16, Ring,  8740 Brædstrup",https://www.boliga.dk/adresse/bredmagevej-16-8740-braedstrup-860328744,Landejendom med 4 værelser,-17%  4.995.000 kr.,4,103 m²,53.054 m²,,,
"Gammel Havnevej 15, Ejby,  4070 Kirke Hyllinge",https://www.boliga.dk/adresse/gammel-havnevej-15-4070-kirke-hyllinge-1810443866,Villa med 6 værelser,-8%  5.745.000 kr.,6,214 m²,9.283 m²,55.690106,11.853392,Lejre Kommune
"Carsten Hauchs Vej 11,  3140 Ålsgårde",https://www.boliga.dk/adresse/carsten-hauchs-vej-11-3140-aalsgaarde-1750621658,Villa med 7 værelser,6.500.000 kr.,7,210 m²,2.487 m²,56.073284,12.541548,Helsingør Kommune
"Bølshavn 13B,  3740 Svaneke",https://www.boliga.dk/adresse/boelshavn-13b-3740-svaneke-568365086,Villa med 6 værelser,-6%  7.500.000 kr.,6,236 m²,1.528 m²,55.154898,15.073877,Bornholms Regionskommune
"Troensevej 31, Tåsinge,  5700 Svendborg",https://www.boliga.dk/adresse/troensevej-31-5700-svendborg-1213761008,Landejendom med 10 værelser,-14%  24.000.000 kr.,10,418 m²,40.620 m²,,,
"Grønhøjvej 12, V Svenstrup,  9690 Fjerritslev",https://www.boliga.dk/adresse/groenhoejvej-12-9690-fjerritslev-583855334,Villa med 4 værelser,875.000 kr.,4,130 m²,11.476 m²,,,
"Clausholmvej 332,  8370 Hadsten",https://www.boliga.dk/adresse/clausholmvej-332-8370-hadsten-1539407210,Villa med 2 værelser,-10%  895.000 kr.,2,80 m²,5.760 m²,56.3737,10.172427,Favrskov Kommune
"Klosterhedevej 10, Gudum,  7620 Lemvig",https://www.boliga.dk/adresse/klosterhedevej-10-7620-lemvig-168993086,Landejendom med 4 værelser,975.000 kr.,4,140 m²,23.586 m²,56.509939,8.472956,Lemvig Kommune
"Hågerupvej 77, Hågerup,  5600 Faaborg",https://www.boliga.dk/adresse/haagerupvej-77-5600-faaborg-248269155,Villa med 5 værelser,-12%  1.495.000 kr.,5,156 m²,19.398 m²,55.180496,10.349578,Faaborg-Midtfyn Kommune
"Jørgen Vinds Vej 8, Hyllinge,  4700 Næstved",https://www.boliga.dk/adresse/joergen-vinds-vej-8-4700-naestved-191987936,Villa med 6 værelser,-10%  1.795.000 kr.,6,202 m²,2.045 m²,55.259244,11.602018,Næstved Kommune
"Jerupvej 404A, Mosbjerg,  9870 Sindal",https://www.boliga.dk/adresse/jerupvej-404a-9870-sindal-676979372,Villa med 5 værelser,1.795.000 kr.,5,289 m²,4.774 m²,57.501266,10.264768,Hjørring Kommune
"Trekronervejen 291, Bonderup,  9690 Fjerritslev",https://www.boliga.dk/adresse/trekronervejen-291-9690-fjerritslev-634757404,Landejendom med 6 værelser,-26%  1.895.000 kr.,6,332 m²,23.900 m²,57.055468,9.372902,Jammerbugt Kommune
"Elsborgvej 24, Sjørslev,  8620 Kjellerup",https://www.boliga.dk/adresse/elsborgvej-24-8620-kjellerup-1120150782,Landejendom med 5 værelser,-5%  1.995.000 kr.,5,187 m²,2.544 m²,,,
"Gerdingvej 8, Gerding,  9520 Skørping",https://www.boliga.dk/adresse/gerdingvej-8-9520-skoerping-721969063,Landejendom med 4 værelser,-33%  1.995.000 kr.,4,234 m²,27.628 m²,56.881656,9.954031,Rebild Kommune
"Elisabethsvej 10,  9520 Skørping",https://www.boliga.dk/adresse/elisabethsvej-10-9520-skoerping-103895100,Villa med 5 værelser,-5%  2.849.000 kr.,5,156 m²,1.970 m²,56.843185,9.892395,Rebild Kommune
"Elmely 22,  8362 Hørning",https://www.boliga.dk/adresse/elmely-22-8362-hoerning-1074753738,Villa med 4 værelser,2.998.000 kr.,4,150 m²,1.551 m²,56.081811,10.047555,Skanderborg Kommune
"Toftlundgårdvej 4,  6630 Rødding",https://www.boliga.dk/adresse/toftlundgaardvej-4-6630-roedding-560194006,Villa med 10 værelser,-6%  3.195.000 kr.,10,301 m²,3.746 m²,55.389787,9.125585,Vejen Kommune
"Sønderbyvej 14, St Darum,  6740 Bramming",https://www.boliga.dk/adresse/soenderbyvej-14-st-6740-bramming-1174209984,Villa med 7 værelser,3.298.000 kr.,7,236 m²,4.079 m²,55.421186,8.640085,Esbjerg Kommune
"Skodbjergevej 28, Skodbjerge,  6960 Hvide Sande",https://www.boliga.dk/adresse/skodbjergevej-28-6960-hvide-sande-585759802,Fritidshus med 6 værelser,3.495.000 kr.,6,195 m²,Ejerudgift: 2.785 kr. / md.,55.904419,8.164307,Ringkøbing-Skjern Kommune
"Kærbøllinghusevej 51,  7182 Bredsten",https://www.boliga.dk/adresse/kaerboellinghusevej-51-7182-bredsten-657894161,Villa med 9 værelser,-5%  5.395.000 kr.,9,290 m²,7.249 m²,55.709024,9.42669,Vejle Kommune
"Hennebysvej 19, Henneby,  6854 Henne",https://www.boliga.dk/adresse/hennebysvej-19-6854-henne-1751686735,Fritidshus med 9 værelser,6.295.000 kr.,9,249 m²,Ejerudgift: 4.044 kr. / md.,,,
"Sørkelvej 92, Sminge,  8600 Silkeborg",https://www.boliga.dk/adresse/soerkelvej-92-8600-silkeborg-924533891,Landejendom med 5 værelser,7.495.000 kr.,5,204 m²,192.000 m²,56.2076436,9.6770442,Silkeborg Kommune
"Bøgebjergvej 10,  5592 Ejby",https://www.boliga.dk/adresse/boegebjergvej-10-5592-ejby-1599472018,Villa med 4 værelser,595.000 kr.,4,173 m²,7.125 m²,55.411273,9.913043,Middelfart Kommune
"Bækbyvej 85, Husby,  6990 Ulfborg",https://www.boliga.dk/adresse/baekbyvej-85-6990-ulfborg-1900085610,Fritidsgrund,595.000 kr.,6.010 m²,Ejerudgift: 604 kr. / md.,,56.268337,8.159952,Holstebro Kommune
"Bystævnevej 25,  5390 Martofte",https://www.boliga.dk/adresse/bystaevnevej-25-5390-martofte-839481573,Villa med 5 værelser,-11%  1.245.000 kr.,5,156 m²,5.430 m²,55.547052,10.65377,Kerteminde Kommune
"Smedefod 20,  6392 Bolderslev",https://www.boliga.dk/adresse/smedefod-20-6392-bolderslev-2069997896,Villa med 5 værelser,1.395.000 kr.,5,192 m²,1.717 m²,54.989162,9.29038,Aabenraa Kommune
"Kastanievej 7, Orehoved,  4840 Nørre Alslev",https://www.boliga.dk/adresse/kastanievej-7-4840-noerre-alslev-1030401402,Villa med 7 værelser,-15%  1.595.000 kr.,7,155 m²,16.442 m²,54.953656,11.85566,Guldborgsund Kommune
"Hegnedevejen 11,  3720 Aakirkeby",https://www.boliga.dk/adresse/hegnedevejen-11-3720-aakirkeby-235300810,Villa med 5 værelser,-6%  1.695.000 kr.,5,180 m²,17.484 m²,55.053144,14.975083,Bornholms Regionskommune
"Jelsevej 439,  7840 Højslev",https://www.boliga.dk/adresse/jelsevej-439-7840-hoejslev-1403277352,Fritidshus med 4 værelser,1.699.000 kr.,4,76 m²,Ejerudgift: 1.162 kr. / md.,56.645631,9.146376,Skive Kommune
"Myrhøjvej 30, Myrhøj,  9640 Farsø",https://www.boliga.dk/adresse/myrhoejvej-30-9640-farsoe-155983550,Villa med 7 værelser,-8%  1.795.000 kr.,7,204 m²,6.206 m²,56.800023,9.210499,Vesthimmerlands Kommune
"Lønstrupvej 20, Lønstrup,  9800 Hjørring",https://www.boliga.dk/adresse/loenstrupvej-20-9800-hjoerring-29549493,Villa med 21 værelser,-5%  1.895.000 kr.,21,625 m²,2.268 m²,57.46659,9.807233,Hjørring Kommune
"Stabyvej 25, Staby,  6990 Ulfborg",https://www.boliga.dk/adresse/stabyvej-25-6990-ulfborg-186983896,Villa med 2 værelser,1.995.000 kr.,2,194 m²,12.339 m²,56.2685575,8.2762034,Holstebro Kommune
"Hyldebærvej 31, Knasborg,  9982 Ålbæk",https://www.boliga.dk/adresse/hyldebaervej-31-9982-aalbaek-1488709018,Fritidshus med 6 værelser,2.495.000 kr.,6,102 m²,Ejerudgift: 2.076 kr. / md.,57.577001,10.420342,Frederikshavn Kommune
"Raskvej 50,  8763 Rask Mølle",https://www.boliga.dk/adresse/raskvej-50-8763-rask-moelle-1902250585,Landejendom med 8 værelser,-4%  2.650.000 kr.,8,180 m²,21.850 m²,55.873841,9.58744,Hedensted Kommune
"Nymøllevej 11, Aversi,  4690 Haslev",https://www.boliga.dk/adresse/nymoellevej-11-4690-haslev-959324890,Villa med 5 værelser,2.795.000 kr.,5,148 m²,19.999 m²,55.355484,11.842598,Næstved Kommune
"Eriksmindevej 95, Boulstrup,  8300 Odder",https://www.boliga.dk/adresse/eriksmindevej-95-8300-odder-1823378788,Villa med 4 værelser,-26%  3.195.000 kr.,4,182 m²,5.357 m²,55.943005,10.227696,Odder Kommune
"Skiverenvej 71, Råbjerg,  9982 Ålbæk",https://www.boliga.dk/adresse/skiverenvej-71-9982-aalbaek-1408446694,Fritidshus med 6 værelser,-6%  4.245.000 kr.,6,150 m²,Ejerudgift: 2.120 kr. / md.,,,
"Rugbjergvej 20,  7250 Hejnsvig",https://www.boliga.dk/adresse/rugbjergvej-20-7250-hejnsvig-2032507578,Landejendom med 7 værelser,4.995.000 kr.,7,392 m²,22.214 m²,55.64374,8.930592,Billund Kommune
"Eltangvej 191,  6000 Kolding",https://www.boliga.dk/adresse/eltangvej-191-6000-kolding-325351069,Landejendom med 6 værelser,5.495.000 kr.,6,250 m²,24.269 m²,55.5426,9.487015,Kolding Kommune
"Gransangervej 1, Østerby Havn,  9940 Læsø",https://www.boliga.dk/adresse/gransangervej-1-9940-laesoe-2043502381,Fritidsgrund,249.000 kr.,2.831 m²,Ejerudgift: 299 kr. / md.,,57.318403,11.137313,Læsø Kommune
"Akkerupvej 12,  5683 Haarby",https://www.boliga.dk/adresse/akkerupvej-12-5683-haarby-1374659093,Villa med 4 værelser,-17%  745.000 kr.,4,127 m²,5.116 m²,55.224312,10.133279,Assens Kommune
"Søndergade 85G,  9480 Løkken",https://www.boliga.dk/adresse/soendergade-85g-9480-loekken-1760411757,Fritidshus med 4 værelser,1.235.000 kr.,4,62 m²,Ejerudgift: 1.950 kr. / md.,57.363414,9.710409,Hjørring Kommune
"Bredholt 8,  8850 Bjerringbro",https://www.boliga.dk/adresse/bredholt-8-8850-bjerringbro-1530011813,Villa med 4 værelser,1.295.000 kr.,4,169 m²,3.274 m²,56.330648,9.663825,Viborg Kommune
"Kongelysvej 10, Vadum,  7860 Spøttrup",https://www.boliga.dk/adresse/kongelysvej-10-7860-spoettrup-1102556061,Fritidshus med 6 værelser,-5%  1.325.000 kr.,6,129 m²,Ejerudgift: 1.371 kr. / md.,56.627117,8.746482,Skive Kommune
"Østerenden 15,  8762 Flemming",https://www.boliga.dk/adresse/oesterenden-15-8762-flemming-347038106,Landejendom med 8 værelser,-9%  1.450.000 kr.,8,290 m²,9.117 m²,55.852503,9.668119,Hedensted Kommune
"Hovgårdvej 21, Svenstrup,  7830 Vinderup",https://www.boliga.dk/adresse/hovgaardvej-21-7830-vinderup-1554894584,Villa med 3 værelser,1.475.000 kr.,3,96 m²,4.153 m²,,,
